SITE_ID,VISIT_NO,PUBLICATION_DATE,YEAR,DATE_COL,STATE,LOC_NAME,SITE_CLASS,AGGR_ECO3_2015,AGGR_ECO9_2015,ECO10,US_L3CODE_2015,US_L4CODE_2015,EPA_REG,LAT_DD83,LON_DD83,HUC8,URBAN,STRAHLERORDER,MISS_SUB,LMR_SITE,GREAT_RIVER,RT_NRSA,RT_NRSA_FISH,RT_NRSA_PHAB,RT_NRSA_CAT,XLAT_DD,XLON_DD,WGTNRSA09,MASTER_SITEID,INDEX_VISIT,INDEXVIS_FTIS,WSAREA_NARS,MMI_BENT,OE_SCORE_OLD,UID,OE_SCORE,NH4,NH4_ALERT,ANC,ANC_ALERT,CA,CA_ALERT,CL,CL_ALERT,COLOR,COLOR_ALERT,COND,COND_ALERT,DOC,DOC_ALERT,MG,MG_ALERT,SODIUM,SODIUM_ALERT,K,K_ALERT,NO3,NO3_ALERT,NO3NO2,NO3NO2_ALERT,NO2,NO2_ALERT,NTL,NTL_ALERT,PHLAB,PHLAB_ALERT,PTL,PTL_ALERT,SIO2,SIO2_ALERT,SO4,SO4_ALERT,TSS,TSS_ALERT,TURB,TURB_ALERT,PROTOCOL,XDEPTH_CM,SDDEPTH_CM,XWIDTH,XWXD,RP100,XBKF_W,XBKF_H,XINC_H,SINU,XSLOPE,REACHLEN,LSUB_DMM,XEMBED,PCT_FN,PCT_SAFN,PCT_SFGF,LDCBF_G08,LDMB_BW5,LRBS_BW5,LRBS_G08,PCT_FAST,PCT_SLOW,RPRAT,PCT_BDRK,XFC_ALG,XFC_AQM,XFC_LWD,XFC_NAT,V1W_MSQ,XCDENBK,XCDENMID,XCL,XGB,XGW,XC,XCMGW,QR1,QRVEG1,RDIST1,W1_HALL,W1H_WALL,W1_HNOAG,W1_HAG,REALM,W1H_CROP,XSLOPE_use,XWIDTH_use,Lpt01_XCMGW,Lpt01_XFC_NAT,LRBS_use,RDIST_COND,LRBS_Cond_use,LOE_RBS_use,LXCMGW_Cond_use,LOE_XCMGW_use,LXFC_NAT_Cond_use,LOE_XFC_NAT_use,Qbkf_cl,LQbkf_cl,Qbkf_kmcl,LQbkf_kmcl,QLow_cl,LQLow_cl,QLow_kmcl,LQLow_kmcl,LOE_QLow_cl,LOE_Qbkf_cl,UNIQUE_ID,RT_WQI,CL_pt,SO4_pt,PTL_pt,NTL_pt,TURB_pt,ENTERO_PT,DO_PT,PH_PT,NUMVARN,WQII,SAMPLE_ID,dD..vsmow.,d18O..vsmow.,d.excess,AG_ECO5
FW08RWA9903,1,9/1/2015,2009,2009-07-27,WA,Wanatchee River,HAND,WMTNS,WMT,MT-PNW,77,77h,10,47.69195678,-120.7109271,17020011,NonUrban,5th,NA,NA,NA,R,S,R,Least Disturbed,47.69194444,120.7102778,NA,FW08RWA9903,NO,NA,1587.180054,20.25,0.842687464,14240,0.961151243,0.01,HR,244.94,NA,3.536,NA,0.39,NA,5,NA,32.95,NA,0.82,H,0.781,NA,1.138,NA,0.817,NA,0.00324,R,NA,NA,0,R,11,R,7.46,NA,15.4688,NA,7.485,NA,1.85,NA,1.2,NA,0.78,R,BOATABLE,122.3,45.41292033,66.72727273,87.75,25.00904277,75.90909091,0.572727273,1.109090909,1.26998364,0.230572317,2260,2.335781892,NA,0,0,NA,1.66466362,1.387337672,0.94844422,0.671118272,14,86,20.44893113,NA,0.013636364,0.036363636,0.009090909,0.2,4.75909e-4,32.7540107,NA,0.285227273,0.426136364,0.182954545,0.579545455,1.126136364,0.568601164,0.606761364,0.232561709,0.303036364,0,0.303036364,0,BOATABLE,0,0.230572317,66.72727273,0.05543046,-0.677780705,0.671118272,1 Low,Good,0.305618272,Good,0.17815046,Medi,-0.160082449,113.6615672,2.05561364,0.0716556,-1.144749864,29.68186819,1.472491232,0.018712324,-1.727872271,0.385893472,0.278622663,NRS_WA-10380,S,10,10,10,10,10,0,7.5,10,8,84.38,540551,-112.5,-15.18,8.93,West
FW08RWI9029,1,9/1/2015,2009,2009-07-08,WI,Minnow Creek,HAND,PLNLOW,UMW,NA,50,50v,5,46.25977572,-90.62791899,4010302,NonUrban,1st,NA,NA,NA,T,T,R,Most Disturbed,46.2597,90.62794,NA,FW08RWI9029,NO,NA,4.666500092,28.6,0.648044444,15107,0.504592067,0.017,R,1174.56,NA,25.56,NA,0.71,NA,50,NA,132.14,NA,8.55,NA,6.796,NA,5.626,NA,1.319,NA,8.1e-4,R,NA,NA,0,R,443,NA,7.74,NA,37.3988,NA,8.761,NA,4.06,NA,0.2,NA,2.01,NA,WADEABLE,99.29,22.56541333,7.5,7.3915,13.32466801,8.127272727,0.227272727,0.227272727,2.423358,2.395726,356.4,-2.110924375,100,100,100,100,2.250710619,2.250702103,-4.361626478,-4.361634994,0,100,0.134199497,0,0,0.765909091,0,0.040909091,7.82307e-4,60.16042781,1.737967914,0.013636364,0.047727273,0.146590909,0.020454545,0.514772727,0.573333594,0.331647727,0.114096338,0.128790909,0,0.128790909,0,WADEABLE,0,2.395726,7.5,-0.280028744,-1.293204657,-4.361634994,1 Low,Poor,-2.708974229,Poor,-0.322144866,Poor,-0.717700575,19.8430919,1.297609344,1.04984905,0.021126859,9.546756303,0.979855837,0.505095329,-0.296626648,1.990452241,1.31416114,NRS_WI-10105,R,10,10,10,10,10,10,10,10,8,100,544511,-68.49,-8.47,-0.74,Midwest
FW08RWI9044,1,9/1/2015,2009,2009-06-15,WI,Bingham Creek,HAND,PLNLOW,UMW,NA,51,51c,5,44.01207682,-89.78829777,7070003,NonUrban,1st,Upper Mississippi Region,NA,NA,S,S,S,Intermediate Disturbance,44.01203,89.78826,NA,FW08RWI9044,NO,NA,27.82789993,10.75,0.633492337,13751,0.614411111,0.048,NA,1279.44,NA,17.12,NA,5.97,NA,135,NA,160.25,NA,15.16,H,8.752,NA,4.295,NA,0.368,NA,0.2957,NA,NA,NA,0.0108,R,1044,NA,8.02,NA,34.6081,NA,7.73,NA,4.05,NA,1.7,NA,2.71,NA,WADEABLE,29.08,13.55026557,2.91,0.8346,16.8230319,3.263636364,0.272727273,0.645454545,1.406085244,0.084416105,148.5,-0.622224573,98.36363636,9.523809524,97.14285714,97.14285714,0.163674544,0.302127909,-0.924352482,-0.785899117,0,100,0.578508662,0,0,0.013636364,0,0.186363636,0.02427525,84.22459893,72.86096257,0.090909091,0.059090909,0.059090909,0.463636364,0.935227273,0.764547066,0.520852273,0,0,0,0,0,WADEABLE,0,0.149185185,2.91,-0.024463756,-0.706938935,-1.06886376,1 Low,Good,-0.251439321,Good,0.066674865,Medi,-0.339095131,0.138821858,-0.857542146,0.003201862,-2.494597364,0.015300872,-1.815283818,3.52908e-4,-3.452339036,-1.145464705,-1.107489658,NRS_WI-10106,S,10,10,10,1.686746988,10,10,10,10,8,89.61,550891,-62.51,-8.78,7.7,Midwest
FW08RWI9055,1,9/1/2015,2009,2009-06-16,WI,Mukwonago River,HAND,PLNLOW,TPL,NA,53,53b,5,42.85418358,-88.39892387,7120006,Urban,3rd,Upper Mississippi Region,NA,NA,S,NA,S,Intermediate Disturbance,42.85375,88.39883,NA,FW08RWI9055,NO,NA,122.3030014,51.57,1.178218042,13750,1.237986008,0.068,H,5097.54,NA,63.07,NA,35.77,NA,3,R,617.09,NA,3.33,H,33.81,NA,16.17,NA,1.602,NA,1.28891,NA,NA,NA,0,R,1693,NA,8.19,NA,17.4869,NA,7.858,H,17.93,NA,5.1,NA,1.17,R,WADEABLE,89.42,27.22824588,10.4,8.8285,32.84246529,11.98181818,0.181818182,0.409090909,1.43609663,0.038496098,316.8,-1.392008572,100,57.14285714,99.04761905,100,0.067223132,0.28921844,-1.681227012,-1.459231704,0,100,0.367283217,0,0,0.225,0,0.190909091,0.0047502,79.14438503,21.52406417,0.009090909,0.446590909,0.234090909,0.223863636,1.185227273,0.754673468,0.633352273,0.164559077,0.196972727,0,0.196972727,0,WADEABLE,0,0.067708333,10.4,0.077450494,-0.697000411,-1.735734967,1 Low,Medi,-1.232310164,Good,0.077119597,Good,-0.002913221,1.528648525,0.184307642,0.010818599,-1.965828988,0.739267871,-0.131198168,0.00523197,-2.281334798,0.609398124,-0.81067424,NRS_WI-10107,S,0,10,10,0.662710188,10,10,10,10,8,75.83,540781,-53.56,-7.81,8.89,Midwest
FW08RWI9067,1,9/1/2015,2009,2009-07-09,WI,Manitowish River,HAND,PLNLOW,UMW,NA,50,50i,5,46.0946336,-89.72516082,7050002,NonUrban,3rd,Upper Mississippi Region,NA,NA,R,R,R,Least Disturbed,46.09438,89.72509,NA,FW08RWI9067,NO,NA,217.9519958,42.2,1.039561219,15108,1.035220261,0.007,R,816.89,NA,11.43,NA,1.27,NA,30,NA,97.11,NA,4.73,NA,3.247,NA,2.01,NA,0.543,NA,4.3e-4,R,NA,NA,0,R,258,NA,7.94,NA,30.0925,NA,10.308,NA,3.02,NA,0.6,NA,0.74,R,WADEABLE,49.19,11.1479445,17.21,8.75,7.598909774,19.44545455,0.190909091,0.527272727,1.636233316,0.083706339,633.6,-0.621410206,84.90909091,37.14285714,74.28571429,86.66666667,0.554948269,0.540810246,-1.162220453,-1.176358475,1,99,0.154480784,0,0.320454545,0.159090909,0,0.095454545,4.87637e-4,77.80748663,16.44385027,0.117045455,0.3125,0.206818182,0.219318182,1.1375,0.750343471,0.611875,0.137254902,0.159090909,0,0.159090909,0,WADEABLE,0,0.146527778,17.21,0.059752694,-0.976934698,-1.464521274,1 Low,Medi,-0.652501694,Good,0.015013847,Medi,-0.463776726,3.207675456,0.506190421,0.014051687,-1.852271545,1.007159329,0.00309818,0.004412007,-2.355363786,-0.008884224,-0.276948818,NRS_WI-10108,S,10,10,10,10,10,10,10,10,8,100,544591,-68.28,-8.65,0.89,Midwest
FW08RWI9071,1,9/1/2015,2009,2009-07-10,WI,Squaw Creek,HAND,PLNLOW,UMW,NA,50,50i,5,45.92217164,-90.00250271,7050003,NonUrban,3rd,Upper Mississippi Region,NA,NA,S,S,S,Intermediate Disturbance,45.9222,90.0025,NA,FW08RWI9071,NO,NA,93.44589996,18.48,0.769713003,15109,0.92320035600000006,0.053,HS,572.64,S,8.994,S,2.53,S,75,S,78.88,S,14.22,S,2.965,S,2.587,S,0.287,S,0.00852,RS,NA,NA,0.00449,RS,701,S,7.73,S,52.7675,S,7.565,S,2.5,S,5.8,S,3.79,S,WADEABLE,46.26,26.82627236,15.6,6.8745,15.92018396,30.77272727,0.209090909,0.472727273,2.113398493,0.042129275,673.2,-1.146426712,90.90909091,60.95238095,72.38095238,88.57142857,-0.104459054,0.169302204,-1.315728915,-1.041967657,0,100,0.344145784,0,0.070454545,0.520454545,0,0.109090909,3.8733e-4,62.29946524,3.07486631,0.015909091,0.182954545,0.164772727,0.071590909,0.781818182,0.630781534,0.451818182,0.159239953,0.1894,0,0.1894,0,WADEABLE,0,0.074509804,15.6,-0.10137453,-0.92412139,-1.326651552,1 Low,Medi,-0.717940001,Medi,-0.123635075,Medi,-0.365877257,1.770402441,0.248072,0.017062015,-1.767969683,0.27620076,-0.55877513,0.002661848,-2.574816813,-0.247136125,-0.281984408,NRS_WI-10109,S,10,10,8.228966346,10,9.325301205,10,10,10,8,96.94,544501,-60.98,-7.46,-1.28,Midwest
FW08RWI9074,1,9/1/2015,2009,2009-07-11,WI,Wisconsin River,HAND,PLNLOW,UMW,NA,50,50i,5,46.0921729,-89.26150264,7070001,NonUrban,3rd,Upper Mississippi Region,NA,NA,R,R,R,Least Disturbed,46.0922,89.2616,NA,FW08RWI9074,NO,NA,220.1080017,43.77,1.48918731,15110,1.43218089,0.009,HRS,880.52,S,12.95,S,2.96,S,29,HS,105.23,S,4.16,S,3.657,S,3.131,S,0.432,S,0.00301,RS,NA,NA,0,RS,293,S,7.75,S,46.9838,S,10.249,S,2.77,S,1.7,S,1.73,RS,WADEABLE,51.87,15.37061016,8.4,4.3345,12.8772489,9.863636364,0.254545455,0.6,1.413719753,0.048087624,277.2,-0.867386889,92.09090909,39.04761905,86.66666667,93.33333333,0.212066651,0.319329147,-1.186716037,-1.079453541,0,100,0.248260052,0,0,0.040909091,0.004545455,0.218181818,0.005589569,67.64705882,6.016042781,0.013636364,0.335227273,0.168181818,0.052272727,0.923863636,0.715027257,0.515738636,0,0,0,0,0,WADEABLE,0,0.083928571,8.4,-0.029716535,-0.641718964,-1.352708295,1 Low,Medi,-0.708222086,Good,-0.006795612,Medi,-0.230188553,1.094271755,0.039125189,0.005398557,-2.2677223460000002,0.263888131,-0.578580142,0.001301884,-2.885427677,-0.541781748,-0.705865824,NRS_WI-10110,S,10,10,9.619278846,10,10,10,10,10,8,99.52,544211,-68.14,-8.66,1.16,Midwest
FW08RWI9100,1,9/1/2015,2009,2009-07-13,WI,Colburn Creek,HAND,PLNLOW,UMW,NA,50,50j,5,45.4800089,-88.53708886,4030105,NonUrban,2nd,NA,NA,NA,R,R,R,Least Disturbed,45.48019,88.53704,NA,FW08RWI9100,NO,NA,18.92140007,47.4,1.053179008,15111,1.074737623,0.01,HR,2642.69,NA,31.58,NA,0.58,H,7,NA,272.05,NA,1.51,H,14.88,NA,2.631,NA,1.22,NA,0.05005,H,NA,NA,0.00534,R,193,NA,8.26,NA,37.48,NA,12.845,NA,9.05,H,0.5,NA,0.28,R,WADEABLE,23.12,10.55938474,5.835,1.4222,9.802814475,6.481818182,0.181818182,0.445454545,1.084348145,0.482259261,237.6,0.572979007,44.33333333,25.45454545,25.45454545,52.72727273,0.85043042,0.964829513,-0.391850506,-0.277451414,33,67,0.423997166,0,0,0.004166667,0.008333333,0.445833333,0.017913355,88.7254902,80.39215686,0.334782609,0.352173913,0.093478261000000007,0.614130435,1.235869565,0.826701559,0.656141304,0.041666667,0.043478261,0,0.043478261,0,WADEABLE,0,0.845833333,5.835,0.095472577,-0.34119392,-0.52492779,1 Low,Good,0.814464147,Good,0.095537433,Good,0.195925561,0.409845523,-0.387379805,0.021714936,-1.663241455,0.058979783,-1.229296827,0.003124939,-2.505158476,-0.218113672,-0.37036915,NRS_WI-10111,R,10,9.982603306,10,10,10,10,10,10,8,99.98,544391,-73.95,-10.36,8.92,Midwest
FW08RWI9225,1,9/1/2015,2008,2008-09-03,WI,Bark River,HAND,PLNLOW,TPL,NA,53,53c,5,42.89706733,-88.69353574,7090001,Urban,4th,Upper Mississippi Region,NA,NA,T,T,S,Most Disturbed,42.89678,88.69353,NA,FW08RWI9225,NO,NA,377.2680054,44.55,0.85809802,12146,0.910742454,0.072,NA,4971.45,NA,60.13,NA,89.48,NA,29,NA,820.76,NA,6.29,NA,37.93,NA,40.91,NA,3.003,NA,0.92562,NA,NA,NA,0,R,1916,NA,8.36,NA,152.0688,NA,9.658,NA,29.58,NA,64.2,NA,29.91,NA,BOATABLE,64.96,16.21753634,22.54545455,13.386,13.70522186,26.95454545,0.45,0.45,1.949091004,0.005210174,824.0334504,-2.110924375,NA,100,100,NA,-0.841242975,-0.467830807,-1.643093568,-1.269681399,0,100,21.09794006,NA,0,0.004545455,0.027272727,0.308636364,0.004188182,82.7540107,NA,0.503409091,0.672727273,0.056818182,0.667045455,1.123863636,0.79985392,0.605738636,0,0,0,0,0,BOATABLE,0,0.005210174,22.54545455,0.054560827,-0.496704662,-1.269681399,1 Low,Medi,-1.861065872,Good,0.137050827,Medi,-0.246323653,2.139685453,0.330349934,0.005083733,-2.293817229,0.339184953,-0.469563422,8.05878e-4,-3.093730585,-0.26225148,-0.931368928,NRS_WI-10112,T,0,10,5.431930654,0,0,10,10,10,8,56.79,528221,-47.76,-6.63,5.29,Midwest
FW08RWI9226,1,9/1/2015,2008,2008-09-04,WI,Crawfish River,HAND,PLNLOW,TPL,NA,53,53c,5,43.00961079,-88.83345192,7090002,Urban,5th,Upper Mississippi Region,NA,NA,S,S,S,Intermediate Disturbance,43.00942,88.83351,NA,FW08RWI9226,NO,NA,1582.079956,17.2,0.472431794,12168,0.456422646,0.336,NA,4572.78,NA,45.3,NA,44.16,NA,18,H,623.5,NA,6.18,NA,40.66,NA,23.14,NA,3.965,NA,0.51912,NA,NA,NA,0,R,2719,H,8.23,H,442.23,H,4.474,NA,26.93,NA,62.6,NA,50.36,H,BOATABLE,99.33,44.16179047,51.63636364,50.563,33.67792911,55.22727273,0.709090909,1.963636364,1.350726782,0.005086893,2733.152403,-1.112815976,NA,79,84,NA,-0.412011979,-0.32374212,-0.789073857,-0.700803998,0,100,33.90509323,NA,0,0,0.018181818,0.077272727,0.001903636,49.19786096,NA,0.279545455,0.504545455,0.102272727,0.419318182,0.901136364,0.48171801,0.505511364,0.592597874,1.454577273,0.136363636,1.24245,0.212127273,BOATABLE,0.090913636,0.005086893,51.63636364,-0.04041662,-1.059121453,-0.700803998,2 Medi,Medi,-1.071991233,Good,0.04207338,Poor,-0.728410958,8.026054941,0.904502128,0.003979144,-2.400210337,1.367511531,0.135930997,6.77983e-4,-3.168781468,-0.422370527,-0.740159576,NRS_WI-10113,S,0,10,0,0,0,NA,7,10,7,38.57,528141,-49.23,-6.72,4.51,Midwest
FW08RWI9302,1,9/1/2015,2009,2009-08-26,WI,St. Croix River,HAND,PLNLOW,UMW,NA,50,50b,5,45.92169397,-92.66158698,7030001,NonUrban,6th,Upper Mississippi Region,NA,NA,R,R,R,Least Disturbed,45.92115,92.66122,NA,FW08RWI9302,NO,NA,7663.890137,41.48,1.210414154,15112,1.180120522,0.029,S,1254.01,S,17.82,S,2.94,HS,67,HS,147.03,S,10.73,HS,5.975,S,2.844,S,0.494,S,0.0157,HRS,NA,NA,5.1e-4,RS,632,S,7.87,HS,48.9406,S,10.78,HS,2.63,HS,4.4,S,4.86,HS,BOATABLE,127.27,47.40985172,105.4545455,134.37,31.12225744,107.3636364,0.345454545,1.245454545,1.155432356,0.012320876,3971.941021,0.050256617,NA,0,78,NA,0.272915268,0.041191183,0.009065434,-0.222658651,0,100,24.45372628,NA,0,0.427272727,0.013636364,0.159090909,0.002094091,50.13368984,NA,0.276136364,0.006818182,0.213636364,0.411363636,1.004545455,0.65038246,0.552045455,0.095892888,0.106063636,0,0.106063636,0,BOATABLE,0,0.012320876,105.4545455,0.00627151,-0.771879741,-0.222658651,1 Low,Good,0.012974982,Good,0.148669015,Good,0.09901449,22.12837441,1.344949511,0.003022994,-2.519562674,10.17627209,1.00758871,0.001390198,-2.856923474,-0.427761755,-0.551311445,NRS_WI-10114,S,10,10,9.148894231,10,6.746987952,10,10,10,8,94.87,550001,-60.4,-8.18,5.08,Midwest
FW08RWI9303,1,9/1/2015,2009,2009-08-19,WI,Chippewa River,HAND,PLNLOW,UMW,NA,50,50g,5,45.47094601,-91.2526698,7050001,NonUrban,5th,Upper Mississippi Region,NA,NA,R,S,R,Least Disturbed,45.4711,91.2527,NA,FW08RWI9303,NO,NA,3651.669922,63.67,1.447930294,15114,1.445723207,0.017,R,1001.35,NA,13.83,NA,3.04,NA,34,NA,122.55,NA,7.52,NA,4.941,NA,2.948,NA,0.618,NA,0.01383,R,NA,NA,4.5e-4,R,388,NA,7.99,NA,30.1113,NA,8.405,NA,3.06,NA,0.3,NA,1.44,R,BOATABLE,75.78651685,31.2920524,63.6,56.92875,58.2400604,65.1,0.2,1.23,1.105553963,0.023208711,2779.759348,1.734397127,NA,0,6.976744186,NA,-0.116305474,-0.225302196,1.959699323,1.850702601,18.08510638,81.91489362,NA,NA,0,0.2525,0.01,0.125,5.235e-4,68.52941176,NA,0.38875,0.139473684,0.184210526,0.5825,1.27125,0.724502331,0.6720625,0.210534626,0.26668,0,0.26668,0,BOATABLE,0,0.023208711,63.6,0.107633878,-0.869666232,1.246217252,1 Low,Good,1.255133677,Good,0.266268659,Good,-0.072486548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NRS_WI-10115,S,10,10,10,10,10,10,10,10,8,100,543541,-58.73,-7.63,2.3,Midwest
FW08RWI9304,1,9/1/2015,2009,2009-08-18,WI,Flambeau River,HAND,PLNLOW,UMW,NA,50,50g,5,45.87502905,-90.69371246,7050002,NonUrban,4th,Upper Mississippi Region,NA,NA,R,R,R,Least Disturbed,45.87528,90.69389,NA,FW08RWI9304,NO,NA,2218.629883,43.38,0.883242602,15115,0.909044795,0.015,R,1103.1,NA,17.39,NA,4.05,NA,39,NA,162.09,NA,9.3,NA,4.047,NA,9.354,NA,0.898,NA,0.00888,R,NA,NA,0.001,R,356,NA,7.85,NA,7.7181,NA,6.154,H,14.07,NA,1.5,NA,0.93,R,BOATABLE,119.7,92.08258261,70.36363636,89.36,52.8322559,73.81818182,0.236363636,1.3,1.07293895,0.025995736,2778.747287,1.418260674,NA,0,17,NA,0.284575398,0.205888585,1.212372089,1.133685276,0,100,44.13722298,NA,0.031818182,0.415909091,0.018181818,0.163181818,0.001427727,45.45454545,NA,0.154545455,0.029545455,0.184090909,0.294318182,0.910227273,0.592695722,0.509602273,0.197456319,0.246038095,0,0.246038095,0,BOATABLE,0,0.025995736,70.36363636,-0.0361049,-0.761497706,1.133685276,1 Low,Good,1.345847388,Good,0.036614212,Good,0.00643733,9.574183615,0.981101752,0.003899947,-2.408941341,5.163902463,0.712978031,0.002103463,-2.677065063,-0.273951697,-0.564479098,NRS_WI-10116,R,10,5.663743802,10,10,10,10,10,10,8,94.58,543551,-59.27,-7.32,-0.67,Midwest
FW08RWI9306,1,9/1/2015,2009,2009-08-15,WI,Yahara River,HAND,PLNLOW,TPL,NA,53,53c,5,42.8346351,-89.17211495,7090001,NonUrban,4th,Upper Mississippi Region,NA,NA,S,S,S,Intermediate Disturbance,42.8348,89.1718,NA,FW08RWI9306,NO,NA,951.0189819,43.53,0.903639071,15116,1.121032518,0.014,R,3591.07,NA,34.17,NA,55.6,NA,18,NA,537.85,NA,5.39,NA,32.3,NA,28.22,NA,2.798,NA,0.36984,NA,NA,NA,0.00277,R,2003,NA,8.63,NA,149.8313,NA,10.385,NA,18.71,NA,29,NA,30.63,NA,BOATABLE,555.9,153.0009243,38.63636364,220.595,248.0663847,39.93636364,0.318181818,0.827272727,1.276864865,0.041373478,1561.604548,0.392132117,NA,0,52,NA,1.367708091,0.982715684,-0.590583566,-0.975575973,0,100,44.62428219,NA,0,0,0.036363636,0.222727273,0.002855455,62.8342246,NA,0.290909091,0.275,0.230681818,0.510227273,1.244318182,0.660711259,0.659943182,0.343287503,0.522736364,0,0.340909091,0.181827273,BOATABLE,0.151522727,0.041373478,38.63636364,0.098407718,-0.633152719,-0.975575973,2 Medi,Medi,-1.4414287670000001,Good,0.180897718,Medi,-0.333695336,149.6084728,2.17495619,0.145485162,-0.8371813,121.3944879,2.084198967,0.118048773,-0.927938522,1.855044292,0.694926425,NRS_WI-10117,T,0,10,5.608250591,0,0,10,10,10,8,57.01,544631,-43.68,-5.99,4.26,Midwest
FW08RWI9307,1,9/1/2015,2009,2009-08-17,WI,Wisconsin River,HAND,PLNLOW,UMW,NA,50,50i,5,45.73784894,-89.52281402,7070001,NonUrban,4th,Upper Mississippi Region,NA,NA,R,R,R,Least Disturbed,45.737844,89.52272,NA,FW08RWI9307,NO,NA,2016.390015,32.98,1.126425731,15117,1.106493787,0.089,NA,755.3,NA,10.64,NA,4.37,NA,14,NA,100.64,NA,5.46,NA,3.798,NA,3.381,NA,0.612,NA,0.02302,NA,NA,NA,0.00354,R,391,NA,7.63,NA,45.4169,NA,9.165,H,2.92,NA,3.3,NA,3.73,NA,BOATABLE,134.53,33.69574352,29.09090909,37.574,71.09591721,29.55454545,0.218181818,0.772727273,1.562903793,0.013854545,NA,-0.460409377,NA,0,100,NA,-0.03569925,-0.092011222,-0.368398155,-0.424710127,0,100,NA,NA,0.086363636,0.209090909,0,0.104545455,0,41.57754011,NA,0.181818182,0.013636364,0.05,0.381818182,0.701136364,0.525718393,0.415511364,0.262576424,0.356072727,0.068181818,0.356072727,0,BOATABLE,0,0.013854545,29.09090909,-0.148047113,-0.941022138,-0.849838708,2 Medi,Good,-0.706675448,Good,0.25146279,Medi,-0.234348509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NRS_WI-10118,S,10,10,9.9959375,10,9.469879518,0,10,10,8,86.83,544621,-62.81,-7.59,-2.06,Midwest
FW08RWV9001,1,9/1/2015,2009,2009-08-11,WV,Gauley River,HAND,EHIGH,SAP,NA,69,69d,3,38.21701435,-81.11405585,5050005,NonUrban,5th,NA,NA,NA,S,S,R,Intermediate Disturbance,38.21694444,81.11416667,NA,FW08RWV9001,NO,NA,3337.830078,55.35,0.904900251,15965,0.92682557,0.006,R,353.29,NA,8.277,NA,1.93,NA,12,NA,90.04,NA,2.05,H,3.134,NA,3.239,NA,0.955,NA,0.15557000000000001,NA,NA,NA,6.3e-4,R,217,NA,7.58,NA,6.7613,NA,3.473,H,19.49,NA,1.2,NA,2.91,NA,BOATABLE,221.2,119.3778485,65.27272727,159.15,223.4340017,77.81818182,1.745454545,7,1.069101301,0.116871166,NA,2.711597981,NA,3,5,NA,1.547667939,1.129907863,1.581690117,1.163930042,8,92,NA,NA,0,0.072727273,0.05,0.447727273,0.019231818,69.38502674,NA,0.173863636,0.054545455,0.3125,0.577272727,1.195454545,0.682378456,0.637954545,0.312506445,0.454559091,0,0.424254545,0.030304545,BOATABLE,0,0.116871166,65.27272727,0.081150839,-0.33939321,1.066777091,2 Medi,Good,0.625397091,Good,0.054170839,Good,0.284233873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NRS_WV-10049,R,10,8.97369557,10,10,10,10,10,10,8,98.72,544681,-49.67,-7.55,10.73,Appalachians
FW08RWV9020,1,9/1/2015,2009,2009-07-23,WV,Cacapon River,HAND,EHIGH,SAP,NA,67,67c,3,39.58527954,-78.29735672,2070003,NonUrban,5th,NA,NA,NA,R,R,R,Least Disturbed,39.585,78.29722222,NA,FW08RWV9020,NO,NA,1756.969971,60.35,1.197579564,15963,1.303042161,0.009,R,1428.35,NA,23.61,NA,3.05,NA,15,NA,177.46,NA,1.9,H,5.041,NA,2.516,NA,1.104,NA,0.0016,R,NA,NA,0,R,145,NA,8.18,NA,10.2269,NA,2.611,NA,9.03,NA,1.3,NA,1.29,R,BOATABLE,122.1,69.89595442,41.27272727,54.24,57.3444721,54.45454545,0.827272727,2.78,1.130560105,0.092363636,2140,2.118317503,NA,3,17,NA,1.147326135,0.964416636,1.153900868,0.970991368,24,76,46.96516962,NA,0.004545455,0.229545455,0.040909091,0.509090909,0.009307273,62.70053476,NA,0.444318182,0.1875,0.159090909,0.584090909,1.044318182,0.614860598,0.569943182,0.386052794,0.628804545,0,0.628804545,0,BOATABLE,0,0.092363636,41.27272727,0.022971696,-0.284756577,0.970991368,2 Medi,Good,0.529611368,Good,-0.004008304,Good,0.234252949,38.1716307,1.581740714,0.021777333,-1.661995318,5.641646235,0.75140585,0.003218621,-2.492330182,-0.158970048,-0.19381868,NRS_WV-10050,R,9.99915015,9.999978322,10,10,10,NA,10,10,7,100,548261,-47.32,-6.9,7.88,Appalachians
