PUBLICATION_DATE,UID,SAMPLE_TYPE,SITETYPE,SITE_ID,DATE_COL,VISIT_NO,PSTL_CODE,LAT_DD83,LON_DD83,AG_ECO9_NM,INDEX_VISIT,METRIC_TAXA_ROOT,COMP_PT,DIVS_PT,FEED_PT,HABT_PT,MMI_BENT,RICH_PT,TOLR_PT,OE_SCORE
4/23/2019,1003559,BERW,PROB,SCSS-1058,6/1/2014,1,SC,32.46543,-81.03892,Coastal Plains,Y,WSA,7.05,4.32,1.25,2.08,30,1.25,2.05,0.567749422
4/23/2019,1003560,BETB,PROB,GALS-1052,5/29/2014,1,GA,34.51919,-84.59084,Southern Appalachians,Y,WSA,5.17,6.26,6.67,5.55,56.57,4.5,5.79,1.020721108
4/23/2019,1003561,BETB,HAND,GARF-0002,5/28/2014,1,GA,31.22271,-84.46812,Coastal Plains,Y,WSA,1.96,7.81,2.5,2.47,30.23,1.88,1.52,0.923624274
4/23/2019,1003562,BETB,PROB,FLR9-0901,5/28/2014,2,FL,30.35243,-84.68592,Coastal Plains,N,WSA,0,0,3.75,1.17,13.7,0.62,2.68,0.703594349
4/23/2019,1003564,BERW,HAND,SCRF-0002,6/2/2014,1,GA,32.68479,-81.05108,Coastal Plains,Y,WSA,3.18,7.51,5,1.89,40.58,3.75,3.02,1.288140073
4/23/2019,1003565,BETB,PROB,UTR9-0906,6/2/2014,1,UT,38.3528,-109.7535,Xeric,Y,WSA,10,3.05,2.86,1.28,46.3,0.59,10,0.389840394
4/23/2019,1003566,BERW,PROB,OKRM-1021,6/2/2014,1,OK,35.02582,-97.35414,Southern Plains,Y,WSA,1.12,4.74,0,0,9.77,0,0,0.129827899
4/23/2019,1003567,BETB,PROB,MIR9-0907,6/2/2014,1,MI,42.82316,-84.93878,Upper Midwest,Y,WSA,6.09,5.23,5.71,4.8,46.88,2.78,3.52,1.230372453
4/23/2019,1003568,BETB,PROB,KYR9-0906,9/10/2014,1,KY,37.97943,-82.67112,Southern Appalachians,Y,WSA,6.29,1.08,0,2.32,17.6,0.5,0.37,0.404816733
4/23/2019,1003569,BETB,PROB,OHRO-1034,9/4/2014,1,OH,39.90839,-84.29816,Temperate Plains,Y,WSA,3.68,9.6,8.75,7.06,63.27,6,2.87,1.283826612
4/23/2019,1003570,BERW,PROB,NDSS-1131,6/3/2014,1,ND,46.55055,-101.705,Northern Plains,Y,WSA,1.2,9.14,4,4.65,41.28,2.86,2.92,1.296345492
4/23/2019,1003571,BERW,PROB,IAS9-0919,6/3/2014,1,IA,41.37959,-94.89794,Temperate Plains,Y,WSA,0.63,3.3,1.25,0.59,11.28,1,0,0.881975945
4/23/2019,1003572,BERW,PROB,INS9-0925,6/3/2014,1,IN,39.6101,-84.95963,Temperate Plains,Y,WSA,2.8,0,2.5,3.53,25.63,4,2.55,0.684529663
4/23/2019,1003573,BETB,PROB,SCSS-1054,6/3/2014,1,SC,32.72384,-80.49558,Coastal Plains,Y,WSA,0.09,0.77,1.25,3.73,13.03,0,1.98,0.645101945
4/23/2019,1003574,BERW,PROB,UTR9-0907,6/3/2014,1,UT,39.30653,-110.4052,Xeric,Y,WSA,5.51,2.23,1.43,3.51,25.12,0,2.39,0.909682809
4/23/2019,1003575,BERW,PROB,CASS-1226,6/3/2014,1,CA,37.11441,-119.1693,Western Mountains,Y,WSA,0,3.32,5.71,4.26,28.65,0,3.9,0.948669432
4/23/2019,1003576,BERW,PROB,SDS9-0944,6/3/2014,1,SD,45.90933,-103.429,Northern Plains,Y,WSA,0.11,6.5,2,4.7,27.35,1.43,1.67,1.227220884
4/23/2019,1003577,BETB,PROB,WVRM-1001,6/3/2014,1,WV,39.2489,-77.8141,Southern Appalachians,Y,WSA,5.65,8.63,10,4.73,60.85,7.5,0,0.964104126
4/23/2019,1003578,BETB,PROB,MORO-1049,6/2/2014,1,MO,38.89431,-93.02175,Temperate Plains,Y,WSA,0.71,9.49,8.75,5.29,43.73,2,0,1.012599425
4/23/2019,1003579,BERW,PROB,AZLS-1054,6/4/2014,2,AZ,31.51466,-110.1282,Xeric,N,WSA,0,5.92,2.86,0.32,21.13,1.76,1.82,0.514817799
4/23/2019,1003580,BERW,PROB,OKSS-1444,6/3/2014,1,OK,34.85096,-97.91055,Southern Plains,Y,WSA,0.87,6.92,0,1.56,24.95,1.33,4.29,1.287303535
4/23/2019,1003581,BERW,PROB,TXRM-1017,6/4/2014,1,TX,29.61204,-104.4674,Xeric,Y,WSA,0,1.41,0,0.17,2.63,0,0,0.281112853
4/23/2019,1003582,BETB,PROB,MOR9-0905,6/4/2014,1,MO,38.24012,-91.80405,Southern Appalachians,Y,WSA,1.88,7.84,7.78,1.42,36.22,2.5,0.31,0.820055468
4/23/2019,1003583,BERW,PROB,SCS9-0920,6/4/2014,1,SC,33.82362,-80.06803,Coastal Plains,Y,WSA,5.85,8.93,2.5,3.2,44.45,3.12,3.07,1.342089856
4/23/2019,1003586,BERW,PROB,SDR9-0919,6/4/2014,1,SD,44.39509,-102.8051,Northern Plains,Y,WSA,1.71,0,4,8.16,30.67,2.86,1.67,1.010717102
4/23/2019,1003587,BERW,PROB,AZSS-1116,6/5/2014,1,AZ,31.88153,-109.2165,Xeric,Y,WSA,10,4.29,5.71,7.14,63.3,5.29,5.55,0.620107028
4/23/2019,1003588,BERW,PROB,LAS9-0945,6/4/2014,1,LA,31.33362,-92.50204,Coastal Plains,Y,WSA,3,6.09,2.5,2.28,30.58,2.5,1.98,1.009711894
4/23/2019,1003589,BETB,PROB,LAR9-0904,6/3/2014,1,LA,31.55119,-91.80545,Coastal Plains,Y,WSA,0,1.36,1.25,0,9.47,0.62,2.45,0.695295837
4/23/2019,1003590,BERW,PROB,CASS-1181,6/5/2014,1,CA,38.73232,-120.4784,Western Mountains,Y,WSA,3.19,10,5.71,3.24,54.55,5.88,4.71,1.101990086
4/23/2019,1003591,BERW,PROB,CARO-1043,6/4/2014,1,CA,38.18245,-120.701,Xeric,Y,WSA,0,0,1.43,2.55,14.23,0,4.56,0.313531656
4/23/2019,1003592,BETB,PROB,MNRM-1004,6/5/2014,1,MN,47.30733,-93.83196,Upper Midwest,Y,WSA,5.52,2.06,0,5.16,25.87,2.78,0,0.883179126
4/23/2019,1003593,BETB,PROB,MORO-1048,6/5/2014,1,MO,38.09329,-91.13971,Southern Appalachians,Y,WSA,8.15,3.81,7.78,5.33,60.28,5.5,5.6,1.036789313
4/23/2019,1003594,BERW,PROB,NDSS-1115,6/5/2014,1,ND,46.61594,-102.0195,Northern Plains,Y,WSA,0.83,6.95,2,5.57,34.52,2.86,2.5,0.923173985
4/23/2019,1003595,BERW,PROB,WVS9-0924,6/5/2014,1,WV,39.472,-78.36353,Southern Appalachians,Y,WSA,4.09,7.55,3.33,4.69,53.68,7.5,5.05,1.210908282
4/23/2019,1003596,BETB,PROB,NDR9-0921,6/8/2014,1,ND,47.28029,-101.1779,Northern Plains,Y,WSA,0.83,4.11,0,2.9,18.23,1.43,1.67,0.883491375
4/23/2019,1003597,BETB,PROB,SCR9-0901,6/6/2014,1,SC,33.88391,-78.78474,Coastal Plains,Y,WSA,0,6.8,2.5,3.36,30.23,3.12,2.36,1.198650941
4/23/2019,1003598,BETB,PROB,SCR9-0902,6/5/2014,1,SC,33.90909,-79.4403,Coastal Plains,Y,WSA,5.1,6.39,5,6.76,59.58,5,7.5,0.939869057
4/23/2019,1003599,BERW,PROB,TXRM-1001,6/6/2014,1,TX,29.02616,-103.3128,Xeric,Y,WSA,7.76,4.19,0,0,20.9,0.59,0,0.370572576
4/23/2019,1003600,BETB,PROB,TXR9-0902,6/8/2014,1,TX,29.77151,-101.7318,Xeric,Y,WSA,2.65,6.45,5.71,2.72,49.02,7.06,4.82,0.740053565
4/23/2019,1003601,BETB,PROB,MSR9-0902,6/8/2014,1,MS,33.91374,-88.53107,Coastal Plains,Y,WSA,1.29,5.86,6.25,1.67,30.22,1.88,1.18,0.684226178
4/23/2019,1003602,BETB,PROB,FLSS-1107,6/8/2014,1,FL,26.66816,-81.98964,Coastal Plains,Y,WSA,0,3.31,3.75,1.55,20.78,1.88,1.98,0.720226913
4/23/2019,1003603,BERW,PROB,CORO-1032,6/9/2014,1,CO,38.6962,-104.7115,Southern Plains,Y,WSA,0.34,4.74,0,0,8.47,0,0,0.322562169
4/23/2019,1003604,BERW,PROB,PASS-1165,6/9/2014,1,PA,41.02335,-78.90572,Southern Appalachians,Y,WSA,1.89,8.63,4.44,1.59,43.33,5.5,3.95,0.927289321
4/23/2019,1003605,BETB,PROB,CARO-1047,6/9/2014,1,CA,38.1522,-121.2841,Xeric,Y,WSA,2.04,6.04,5.71,1.69,28.73,1.76,0,0.349354633
4/23/2019,1003606,BETB,PROB,NDR9-0918,6/9/2014,1,ND,45.97889,-98.16758,Temperate Plains,Y,WSA,1.71,4.72,2.5,0,22.3,4,0.45,0.576641194
4/23/2019,1003607,BETB,HAND,ORRF-0113,6/7/2014,1,OR,42.8064,-124.3894,Western Mountains,Y,WSA,7.96,9.42,8.57,6.3,73.62,8.82,3.1,0.900659935
4/23/2019,1003608,BETB,HAND,ORRF-0115,6/8/2014,1,OR,42.72616,-124.2711,Western Mountains,Y,WSA,6.41,7.48,10,7.08,77.63,10,5.61,1.060510712
4/23/2019,1003609,BERW,PROB,MOS9-0940,6/9/2014,1,MO,37.76799,-93.58094,Southern Appalachians,Y,WSA,1.98,4.82,3.33,3.48,26.02,2,0,0.655763864
4/23/2019,1003610,BERW,HAND,MSRF-0002,6/9/2014,1,MS,32.98167,-89.38315,Coastal Plains,Y,WSA,4.46,10,6.25,1.69,50,5,2.6,1.041586296
4/23/2019,1003611,BETB,HAND,OKRF-0101,6/9/2014,1,OK,35.28665,-95.26315,Southern Appalachians,Y,WSA,4.48,0,0,0,11.8,0,2.6,0.415242065
4/23/2019,1003612,BETB,PROB,VTR9-0902,6/9/2014,1,VT,43.79297,-72.67631,Northern Appalachians,Y,WSA,7.78,8.67,5.56,5.91,72.93,9.52,6.32,1.145659271
4/23/2019,1003613,BERW,PROB,WVSS-1042,6/9/2014,1,WV,38.65011,-80.76148,Southern Appalachians,Y,WSA,5.69,5.97,4.44,7.29,52.32,3.5,4.5,0.985511358
4/23/2019,1003614,BERW,PROB,IARO-1018,6/10/2014,1,IA,43.00886,-91.87465,Upper Midwest,Y,WSA,1.22,4.39,0,0.63,23.42,3.89,3.92,0.963414353
4/23/2019,1003615,BERW,PROB,CORO-1035,6/10/2014,1,CO,38.35013,-104.6111,Southern Plains,Y,WSA,0,1.99,0,2.42,7.35,0,0,0.479188653
4/23/2019,1003616,BERW,PROB,NDSS-1112,6/10/2014,1,ND,46.83159,-102.5029,Northern Plains,Y,WSA,0.83,5.94,2,5.57,31.83,1.43,3.33,1.108527172
4/23/2019,1003617,BERW,HAND,UTRF-0001,6/10/2014,1,UT,37.55187,-113.4091,Xeric,Y,WSA,0.21,3.73,0,1.84,27.65,3.53,7.28,0.924654804
4/23/2019,1003618,BERW,PROB,PASS-1164,6/10/2014,1,PA,41.74656,-79.30665,Northern Appalachians,Y,WSA,8.65,7.63,5.56,8.66,78.03,9.52,6.8,0.964557317
4/23/2019,1003619,BETB,PROB,SDR9-0913,6/10/2014,1,SD,42.8542,-97.28016,Temperate Plains,Y,WSA,0,1.02,0,0,12.65,0,6.57,0.192437398
4/23/2019,1003620,BETB,PROB,CARO-1040,6/10/2014,1,CA,38.12113,-121.5295,Xeric,Y,WSA,0,3.7,7.14,0.17,18.35,0,0,0.450257045
4/23/2019,1003621,BERW,PROB,FLLS-1063,6/10/2014,1,FL,27.09596,-82.21519,Coastal Plains,Y,WSA,5.44,0.59,2.5,3.52,38.68,3.12,8.04,0.369858707
4/23/2019,1003622,BETB,PROB,NCRO-1015,6/9/2014,1,NC,34.32929,-79.03643,Coastal Plains,Y,WSA,2.9,7.51,3.75,5.21,53.38,7.5,5.16,1.205819217
4/23/2019,1003623,BETB,PROB,SCRO-1015,6/8/2014,1,SC,34.3282,-79.32,Coastal Plains,Y,WSA,3.5,8.34,3.75,4.7,51.08,5,5.36,1.422845794
4/23/2019,1003624,BERW,PROB,KSRS-1314,6/10/2014,1,KS,37.63481,-97.75061,Southern Plains,Y,WSA,3.01,3.84,2.86,4.3,25.57,1.33,0,0.83816475
4/23/2019,1003625,BETB,PROB,MOR9-0908,6/10/2014,1,MO,37.53898,-92.36536,Southern Appalachians,Y,WSA,6.97,8.63,10,2.5,59.9,7,0.84,1.108316065
4/23/2019,1003626,BETB,PROB,VTRS-1011,6/10/2014,1,VT,44.65121,-72.97038,Northern Appalachians,Y,WSA,3.22,1.48,2.22,0,17.63,3.33,0.33,0.668026365
4/23/2019,1003627,BERW,PROB,IASS-1091,6/11/2014,1,IA,43.16721,-91.67862,Upper Midwest,Y,WSA,0.2,3.16,0,6.15,20.6,0.56,2.29,1.172194212
4/23/2019,1003628,BERW,PROB,NHS9-0913,6/10/2014,1,NH,44.39319,-71.21993,Northern Appalachians,Y,WSA,9.64,3.11,3.33,8.72,67.9,7.62,8.32,0.958951448
4/23/2019,1003629,BERW,PROB,SDSS-1195,6/10/2014,1,SD,44.38846,-103.4086,Northern Plains,Y,WSA,0,0,0,7.28,13.52,0,0.83,0.671479334
4/23/2019,1003630,BETB,PROB,MTR9-0918,6/10/2014,1,MT,47.61666,-112.6811,Northern Plains,Y,WSA,5.98,9.54,6,7.28,67.93,5.71,6.25,1.169072302
4/23/2019,1003631,BETB,HAND,WVRF-0004,6/10/2014,1,WV,39.32045,-79.68259,Southern Appalachians,Y,WSA,8.26,9.35,10,6.71,76.87,8.5,3.3,0.761334578
4/23/2019,1003632,BETB,HAND,OKRF-0004,6/11/2014,1,OK,36.24905,-95.73396,Temperate Plains,Y,WSA,1.73,4.72,3.75,1.76,31.47,2,4.92,0.934821037
4/23/2019,1003633,BERW,PROB,CALS-1098,6/10/2014,1,CA,39.75739,-123.7248,Western Mountains,Y,WSA,6.82,5.12,5.71,3.39,56.4,8.24,4.56,1.020799853
4/23/2019,1003634,BERW,PROB,PASS-1167,6/11/2014,1,PA,41.28689,-78.52937,Northern Appalachians,Y,WSA,4.03,5.11,2.22,5.44,43.55,4.76,4.57,1.071747771
4/23/2019,1003635,BERW,PROB,FLS9-0929,6/11/2014,1,FL,30.96982,-86.99359,Coastal Plains,Y,WSA,9.44,4.62,6.25,7.99,72.38,6.88,8.25,1.067146756
4/23/2019,1003636,BETB,PROB,LARM-1003,6/11/2014,1,LA,31.23039,-91.92194,Coastal Plains,Y,WSA,3.18,2.6,1.25,1.41,17.82,0,2.25,0.381745321
4/23/2019,1003637,BETB,PROB,MNLS-1096,6/11/2014,1,MN,46.61228,-96.03441,Upper Midwest,Y,WSA,2.63,4.58,5.71,4.55,33.22,2.22,0.24,0.773352883
4/23/2019,1003638,BERW,PROB,NMS9-0924,6/11/2014,1,NM,36.78886,-106.2405,Western Mountains,Y,WSA,3.72,5.73,5.71,3.64,39.18,4.71,0,0.855343181
4/23/2019,1003639,BETB,PROB,VTR9-0904,6/11/2014,1,VT,43.79749,-72.5009,Northern Appalachians,Y,WSA,7.33,1.54,8.89,8.35,61.72,6.67,4.25,1.206981552
4/23/2019,1003641,BERW,PROB,NER9-0913,6/9/2014,1,NE,40.78429,-98.73232,Southern Plains,Y,WSA,0,2.84,0,3.57,10.68,0,0,0.255030216
4/23/2019,1003642,BERW,PROB,NES9-0931,6/10/2014,1,NE,40.24371,-97.53552,Southern Plains,Y,WSA,0,2.7,2.86,0.13,9.48,0,0,0.241533637
4/23/2019,1003643,BETB,PROB,WVR9-0904,6/10/2014,1,WV,38.58809,-80.89452,Southern Appalachians,Y,WSA,6.45,9.78,6.67,2.15,53.68,6.5,0.66,0.586246121
4/23/2019,1003644,BERW,PROB,WVS9-0925,6/11/2014,1,WV,38.80394,-80.89189,Southern Appalachians,Y,WSA,3.95,7.99,3.33,2.9,38.93,2.5,2.69,0.855936594
4/23/2019,1003645,BERW,PROB,IAS9-0927,6/12/2014,1,IA,42.61752,-91.28995,Upper Midwest,Y,WSA,0.2,2.65,0,5.76,22.12,1.67,2.99,1.244065202
4/23/2019,1003646,BERW,PROB,NER9-0908,6/11/2014,1,NE,40.35743,-98.13044,Southern Plains,Y,WSA,3.77,6.54,5.71,5.65,49.77,5.33,2.86,1.020127614
4/23/2019,1003647,BERW,PROB,IASS-1092,6/11/2014,1,IA,42.88145,-94.2817,Temperate Plains,Y,WSA,0,3.69,1.25,1.18,10.2,0,0,0.511175672
4/23/2019,1003648,BERW,PROB,NMR9-0902,6/12/2014,2,NM,34.75015,-106.7425,Xeric,N,WSA,10,0.32,1.43,2.4,39.48,3.53,6.01,0.643565293
4/23/2019,1003649,BETB,PROB,CARM-1014,6/11/2014,1,CA,39.88092,-122.0575,Xeric,Y,WSA,0,8.38,5.71,1.72,35.6,4.12,1.43,1.084888166
4/23/2019,1003650,BERW,PROB,NHS9-0911,6/12/2014,1,NH,43.81879,-71.19524,Northern Appalachians,Y,WSA,0.52,3.65,1.11,0,17.9,0,5.46,0.229265833
4/23/2019,1003651,BERW,PROB,SDLS-1110,6/12/2014,1,SD,43.40178,-100.9843,Northern Plains,Y,WSA,3.81,8.63,10,9.76,79.45,7.14,8.33,1.501157556
4/23/2019,1003652,BERW,PROB,UTSS-1100,6/11/2014,1,UT,38.01992,-111.6545,Western Mountains,Y,WSA,3.75,3.75,2.86,1.91,27.32,4.12,0,1.0266176
4/23/2019,1003653,BERW,HAND,UTRF-0002,6/12/2014,1,UT,38.18247,-111.1541,Xeric,Y,WSA,9.18,0,0,5.08,38.18,2.94,5.71,1.004621275
4/23/2019,1003654,BETB,PROB,ALLS-1041,6/12/2014,1,AL,30.69485,-87.92435,Coastal Plains,Y,WSA,6.22,2.37,5,0.45,33.18,1.88,3.99,0.687393939
4/23/2019,1003655,BETB,PROB,MNRM-1008,6/12/2014,1,MN,46.26806,-94.34819,Upper Midwest,Y,WSA,8.62,2.58,2.86,8.83,45.67,2.22,2.29,0.948996715
4/23/2019,1003656,BETB,PROB,PASS-1166,6/12/2014,1,PA,39.88029,-75.27583,Coastal Plains,Y,WSA,0,0,1.25,0,4.43,0,1.41,0.381843305
4/23/2019,1003657,BERW,PROB,IAS9-0922,6/12/2014,1,IA,43.35915,-93.86843,Temperate Plains,Y,WSA,4.31,5.23,2.5,1.76,24.67,1,0,0.825307841
4/23/2019,1003658,BERW,PROB,MOLS-1082,6/12/2014,1,MO,37.91398,-90.825,Southern Appalachians,Y,WSA,9.28,0,2.22,9.81,49.45,3.5,4.86,0.805206989
4/23/2019,1003659,BERW,PROB,NVS9-0924,6/12/2014,1,NV,39.21429,-114.5413,Xeric,Y,WSA,9.79,2.04,4.29,6.44,48.73,4.12,2.56,1.028621918
4/23/2019,1003664,BERW,HAND,OKRF-0003,6/13/2014,1,OK,36.18365,-98.92051,Southern Plains,Y,WSA,2.65,3.89,2.86,3.57,24.95,2,0,0.35717937
4/23/2019,1003666,BERW,PROB,NMRM-1007,6/13/2014,1,NM,33.03974,-108.5324,Western Mountains,Y,WSA,7.84,2.51,2.86,4.62,48.07,5.88,5.13,1.236241582
4/23/2019,1003667,BERW,PROB,UTLS-1059,6/13/2014,1,UT,38.80907,-111.316,Xeric,Y,WSA,10,0,0,0,33.33,0,10,0.133317944
4/23/2019,1003668,BETB,HAND,NDRF-0001,6/15/2014,1,ND,46.59192,-101.7355,Northern Plains,Y,WSA,6.1,6.35,4,9.46,57.97,4.29,4.58,0.693807769
4/23/2019,1003669,BETB,PROB,SCR9-0903,6/13/2014,1,SC,34.12622,-80.65031,Coastal Plains,Y,WSA,7.36,2.6,5,2.08,41.47,3.75,4.09,0.568966288
4/23/2019,1003670,BERW,HAND,SCRF-0001,6/12/2014,1,SC,33.31078,-81.19278,Coastal Plains,Y,WSA,4.85,10,2.5,3.43,49.05,3.75,4.9,0.97674547
4/23/2019,1003671,BERW,PROB,SCS9-0922,6/10/2014,1,SC,33.76763,-80.07379,Coastal Plains,Y,WSA,7.51,4.56,1.25,3.2,28.57,0.62,0,1.005555353
4/23/2019,1003672,BETB,PROB,SDRM-1005,6/13/2014,1,SD,43.68389,-100.2087,Northern Plains,Y,WSA,5.83,6.5,4,0,38.12,5.71,0.83,0.243573846
4/23/2019,1003673,BETB,PROB,ALR9-0902,6/14/2014,2,AL,32.48594217,-85.72031495,Coastal Plains,N,WSA,8.78,2.78,2.5,5.45,53.07,3.12,9.21,0.786935891
4/23/2019,1003674,BETB,PROB,ALS9-0917,6/15/2014,2,AL,34.69505835,-87.76208738,Southern Appalachians,N,WSA,1.77,7.84,3.33,0,23.23,1,0,0.602963103
4/23/2019,1003675,BETB,HAND,ORRF-0108,6/12/2014,1,OR,44.97614,-118.7488,Western Mountains,Y,WSA,7.96,7.48,7.14,5.7,72.63,8.82,6.48,1.174972929
4/23/2019,1003676,BETB,HAND,ORRF-0110,6/11/2014,1,OR,44.09827,-118.5869,Western Mountains,Y,WSA,6.77,6.4,8.57,6.41,61.37,6.47,2.2,0.825123842
4/23/2019,1003677,BERW,HAND,ORRF-0119,6/14/2014,1,OR,44.12161,-118.3435,Western Mountains,Y,WSA,5.72,6.17,7.14,5.69,62.35,7.06,5.63,1.085099921
4/23/2019,1003678,BERW,PROB,WYR9-0902,6/16/2014,1,WY,41.59625,-109.1488,Xeric,Y,WSA,10,0,0,0,25,0,5,0.138430129
4/23/2019,1003679,BERW,PROB,MDS9-0918,6/16/2014,1,MD,39.69017,-76.93024,Southern Appalachians,Y,WSA,2.74,6.83,5.56,2.5,38.75,4,1.62,1.003890723
4/23/2019,1003680,BERW,PROB,RISS-1079,6/16/2014,1,RI,41.56816,-71.18604,Northern Appalachians,Y,WSA,0,0,0,4.16,12,0,3.04,0.662069175
4/23/2019,1003681,BERW,PROB,NDLS-1067,6/16/2014,1,ND,46.33039,-102.9981,Northern Plains,Y,WSA,0.2,4.21,4,0.68,19.62,1.43,1.25,0.603718621
4/23/2019,1003682,BERW,HAND,SDRF-0002,6/16/2014,1,SD,45.73475,-100.6148,Northern Plains,Y,WSA,3.65,4.82,4,1.48,45.17,8.57,4.58,1.247313479
4/23/2019,1003683,BERW,PROB,OKLS-1204,6/16/2014,1,OK,34.17387,-96.08742,Coastal Plains,Y,WSA,8.21,3.67,0,0,24.25,0.62,2.05,1.016648899
4/23/2019,1003684,BERW,PROB,OKLS-1209,6/16/2014,1,OK,34.30293,-95.65807,Southern Appalachians,Y,WSA,5.83,0.29,2.22,4.07,24.85,2.5,0,0.789803034
4/23/2019,1003685,BETB,PROB,SCRM-1001,6/15/2014,1,SC,34.93019,-80.8684,Southern Appalachians,Y,WSA,4.86,7.77,6.67,0.55,40.6,3,1.51,0.677375247
4/23/2019,1003686,BETB,PROB,SCRO-1013,6/16/2014,1,SC,34.70969,-82.46106,Southern Appalachians,Y,WSA,0,0,0,0,0,0,0,0.382336096
4/23/2019,1003687,BERW,PROB,UTSS-1110,6/16/2014,1,UT,39.61126,-111.0646,Xeric,Y,WSA,10,0,0,1.46,29.77,0,6.4,0.519808582
4/23/2019,1003688,BERW,PROB,MDSS-1090,6/17/2014,1,MD,39.32064,-77.20777,Southern Appalachians,Y,WSA,0,4.82,1.11,1.42,19.28,1,3.22,0.605740448
4/23/2019,1003689,BERW,PROB,IASS-1093,6/17/2014,1,IA,41.14847,-92.53798,Temperate Plains,Y,WSA,0.1,4.15,1.25,2.35,15.6,1,0.51,0.932783098
4/23/2019,1003690,BERW,PROB,COSS-1095,6/17/2014,1,CO,40.64981,-106.9236,Western Mountains,Y,WSA,2.59,0,0,1.88,7.45,0,0,0.721657834
4/23/2019,1003691,BERW,PROB,AZLS-1048,6/17/2014,2,AZ,36.70098,-110.5256,Xeric,N,WSA,10,1.93,1.43,1.13,32.73,0.59,4.56,0.976096209
4/23/2019,1003692,BERW,PROB,MTR9-0919,6/17/2014,1,MT,48.14733,-107.549,Northern Plains,Y,WSA,2.63,4.87,4,6.69,42.33,4.29,2.92,0.958703025
4/23/2019,1003693,BERW,PROB,TXR9-0911,6/17/2014,1,TX,31.77034,-103.7793,Xeric,Y,WSA,10,0,0,1.84,36.4,0,10,0.216729444
4/23/2019,1003694,BETB,PROB,CAR9-0910,6/17/2014,1,CA,37.59638,-121.1288,Xeric,Y,WSA,8.98,0,1.43,0,20.28,1.76,0,0.286553339
4/23/2019,1003695,BERW,PROB,MSSS-1081,6/16/2014,1,MS,34.14459,-90.10347,Coastal Plains,Y,WSA,1.52,1.54,1.25,1.67,10.95,0,0.59,0.586939343
4/23/2019,1003696,BETB,PROB,GAR9-0901,6/17/2014,1,GA,30.70227,-83.03386,Coastal Plains,Y,WSA,9.45,5.5,5,6.69,68.15,6.88,7.37,0.940097943
4/23/2019,1003697,BETB,PROB,LAR9-0902,6/12/2014,1,LA,31.6265,-92.90921,Coastal Plains,Y,WSA,0.92,5.68,6.25,2.64,35.18,3.12,2.5,0.954189084
4/23/2019,1003698,BERW,PROB,NDLS-1072,6/17/2014,1,ND,45.97747,-102.9781,Northern Plains,Y,WSA,0.61,3.15,0,2.99,12.63,0,0.83,0.544938365
4/23/2019,1003699,BETB,PROB,ORRM-1003,6/17/2014,1,OR,44.63184,-119.6373,Western Mountains,Y,WSA,6.23,3.78,10,8.71,66.68,7.06,4.23,1.074375169
4/23/2019,1003700,BERW,HAND,SDRF-0003,6/17/2014,1,SD,45.33649,-103.3416,Northern Plains,Y,WSA,6.7,5.43,8,9.22,64.68,5.71,3.75,0.932851882
4/23/2019,1003701,BERW,PROB,CASS-1248,6/17/2014,1,CA,39.66106,-120.8893,Western Mountains,Y,WSA,5.74,5.04,5.71,5.4,58.77,9.41,3.96,0.980948187
4/23/2019,1003703,BERW,PROB,LASS-1049,6/17/2014,1,LA,31.77988,-93.58421,Coastal Plains,Y,WSA,6.59,6.8,2.5,1.55,34.45,1.25,1.98,1.279226374
4/23/2019,1003704,BETB,PROB,MNR9-0916,6/19/2014,1,MN,46.94815,-92.43222,Upper Midwest,Y,WSA,7.78,5.55,4.29,8.5,64.52,7.22,5.37,1.164687605
4/23/2019,1003705,BERW,HAND,MNRF-0002,6/17/2014,1,MN,43.79339,-91.48406,Upper Midwest,Y,WSA,4.41,0,0,6.48,24.43,0.56,3.21,0.981560635
4/23/2019,1003706,BERW,PROB,SCLS-1031,6/17/2014,1,SC,34.96664,-82.10085,Southern Appalachians,Y,WSA,3.06,2.45,0,0,19.18,0,6,0.445489257
4/23/2019,1003707,BETB,PROB,NDR9-0908,6/17/2014,1,ND,47.97871,-103.8253,Northern Plains,Y,WSA,5.76,7.06,2,0.18,40.77,5.71,3.75,0.709600613
4/23/2019,1003708,BERW,PROB,VTRS-1009,6/16/2014,1,VT,44.5708,-71.59714,Northern Appalachians,Y,WSA,5.3,6.23,7.78,2.75,61.68,8.57,6.38,0.985520044
4/23/2019,1003709,BERW,PROB,VTRS-1061,6/17/2014,1,VT,43.82188,-72.64266,Northern Appalachians,Y,WSA,10,0.5,3.33,10,68.28,7.14,10,0.787382961
4/23/2019,1003710,BERW,PROB,WVSS-1043,6/17/2014,1,WV,39.65962,-80.59558,Southern Appalachians,Y,WSA,5.03,6.47,3.33,3.68,39.55,2,3.22,0.752509258
4/23/2019,1003711,BERW,HAND,NHRF-0001,6/17/2014,1,NH,42.91113,-71.99575,Northern Appalachians,Y,WSA,5.71,5.15,3.33,6.22,58.53,6.67,8.04,0.934145616
4/23/2019,1003712,BERW,PROB,MDSS-1081,6/18/2014,1,MD,38.76444,-75.73556,Coastal Plains,Y,WSA,6.36,6.86,0,3.52,38.02,1.25,4.82,1.065095821
