SITE_ID,VISIT_NO,YEAR,ECOWSA9_2015,COMID,UID,REALM,prk3RRT_NRSA1314,SITE,CONPATTERN,W1_HAG,W1_HALL,W1_HNOAG,W1H_CROP,DATE_COL,STATE,VALXSITE,LAT_DD83,LON_DD83,GREAT_RIVER,XSLOPE_use,XWIDTH_use,Lpt01_XCMGW,Lpt01_XFC_NAT,LRBS_use,RDIST_COND,LRBS_Cond_use,LOE_RBS_use,LXCMGW_Cond_use,LOE_XCMGW_use,LXFC_NAT_Cond_use,LOE_XFC_NAT_use,Qbkf_cl,LQbkf_cl,Qbkf_kmcl,LQbkf_kmcl,QLow_cl,LQLow_cl,QLow_kmcl,LQLow_kmcl,LOE_QLow_cl,LOE_Qbkf_cl
FW08TX050,1,2009,SPL,319389,1338,BOATABLE,S,1338,SINGLE,0.696995455,0.772754545,0.075759091,0.287890909,7/23/2009,TX,BOATABLE,28.95042062,-100.6493658,,0.033904338,51.13636364,-1.626419331,-0.137760169,0.177186435,2 Medi,Good,0.518473381,Poor,-1.743014958,Good,0.293801355,59.96870681,1.777924684,0.000186736,-3.728772515,19.36887579,1.287104414,6.03125E-05,-4.219592784,0.389886359,-0.106759748
FW08TX052,1,2009,SPL,13955119,1337,WADEABLE,T,1337,BRAIDED,0,0,0,0,7/9/2009,TX,WADEABLE,34.56294962,-100.6273496,,0.013416667,16.58,-1.378634852,-2,-0.896949321,1 Low,Medi,-0.761387334,Poor,-1.133901452,Poor,-1.160635958,112.4082883,2.050798335,0.007399454,-2.130800357,0.020383018,-1.690731522,1.34E-06,-5.872330213,-1.862193125,0.64778721
FW08TX053,1,2008,CPL,4452936,16148,BOATABLE,S,16148,SINGLE,0,0.181827273,0.181827273,0,7/22/2008,TX,BOATABLE,31.93453423,-95.43335985,,0.007123826,16.90909091,-0.027082204,-0.449215928,-0.924558449,1 Low,Good,-0.000508449,Good,-0.030282701,Good,0.121264072,30.36164864,1.48232535,0.011750769,-1.929933712,0.507388963,-0.294658984,0.000196373,-3.706918046,-0.897678894,-0.193896132
FW08TX055,1,2008,SPL,5654694,1331,WADEABLE,T,1331,SINGLE,1,1,0,0,9/9/2008,TX,WADEABLE,31.76247549,-100.1404814,,,19.74,-0.285708352,-0.892173573,,2 Medi,XXXX,,Good,-0.063222301,Good,-0.010830175,,,,,,,,,,
FW08TX057,1,2008,CPL,8329788,16155,BOATABLE,R,16155,SINGLE,0,0,0,0,7/23/2008,TX,BOATABLE,30.88168517,-93.57254343,,0.022151968,116.5454545,-0.153472575,-0.92412139,-1.816032229,1 Low,Medi,-0.891982229,Medi,-0.115328213,Medi,-0.35364139,795.2878082,2.900524325,0.039635289,-1.401917967,126.0148252,2.100421641,0.006280285,-2.20202065,0.656534653,0.592450786
FW08TX058,1,2009,SPL,10893209,1321,BOATABLE,?,1321,SINGLE,0,0,0,0,7/22/2009,TX,BOATABLE,28.72577061,-99.81584145,,0.012027939,17.81818182,0.156163528,-0.489942687,-2.888739691,1 Low,Poor,-3.118865379,Good,0.025889196,Medi,-0.272620367,137.6807977,2.138873373,0.025014609,-1.601806291,8.477417498,0.928263572,0.001540224,-2.812416092,0.99829332,0.896136316
FW08TX059,1,2009,SPL,5513784,1320,BOATABLE,R,1320,SINGLE,0.121218182,0.962154545,0.840936364,0.060609091,5/12/2009,TX,BOATABLE,31.55041499,-97.09174208,,0.048883365,80.86363636,0.107364166,-0.45480538,-1.562751069,2 Medi,Medi,-1.451221121,Good,0.012281431,Good,-0.096966905,355.2777792,2.550568046,0.005674946,-2.246038295,17.3048496,1.238167829,0.000276415,-3.558438512,0.729866536,0.924001641
FW08TX061,1,2009,CPL,1128303,1319,BOATABLE,S,1319,SINGLE,0,0.219704545,0.219704545,0,8/27/2009,TX,BOATABLE,33.29423969,-94.05901694,,0.00629414,27.09090909,-0.297295374,-1.059121453,-0.911537849,1 Low,Good,0.012512151,Poor,-0.276945834,Poor,-0.488641453,77.96799463,1.891916364,0.008674447,-2.061758195,4.244677523,0.627844702,0.000472248,-3.325829857,-0.486596287,-0.168601838
FW08TX062,1,2009,XER,267835,1333,BOATABLE,T,1333,SINGLE,0,0.33335,0.33335,0,9/2/2009,TX,BOATABLE,31.12116421,-105.6636175,,0,16.29090909,-0.258920061,-0.477911599,0.593178498,2 Medi,Good,0.506768498,Good,0.069279939,Good,0.205079572,0,,0,,0,,0,,,
FW08TX063,1,2009,CPL,5578889,1334,BOATABLE,T,1334,SINGLE,0.095242857,0.155851948,0.060609091,0,6/2/2009,TX,BOATABLE,30.47115358,-96.13823899,,0.007105558,17.54545455,-0.27256966,-0.343727523,-0.707539982,1 Low,Good,0.216510018,Poor,-0.251397769,Good,0.226752477,2.939800229,0.468317819,0.000534868,-3.27175325,0.826985087,-0.082502322,0.000150462,-3.822573392,-0.995173454,-1.440584626
FW08TX064,1,2009,SPL,5489885,1323,WADEABLE,S,1323,SINGLE,0.6667,0.6667,0,0,10/15/2009,TX,WADEABLE,32.92485108,-99.50661948,,0.3296875,16.63157895,-0.05529306,-0.231160167,-0.349321488,2 Medi,Good,0.853236859,Good,0.140872215,Good,0.608654166,162.2246655,2.210116887,0.023260283,-1.633385014,0.640955471,-0.193172141,9.19022E-05,-4.036674042,-0.179458132,0.930003946
FW08TX065,1,2009,SPL,19984864,1330,WADEABLE,T,1330,ANASTOM,0.6667,0.6667,0,0,6/23/2009,TX,WADEABLE,35.45113932,-102.0050532,,0.03375,26.5,-0.766081332,-2,-0.897392029,2 Medi,Good,-0.312852655,Medi,-0.414420541,Poor,-1.204321823,16.1891821,1.209224908,0.000351553,-3.454008701,0.081656367,-1.088009949,1.77E-06,-5.751243559,-1.523262997,-0.368860509
FW08TX066,1,2009,SPL,7872253,1322,WADEABLE,R,1322,ANASTOM,0,0.242436364,0.242436364,0,8/6/2009,TX,WADEABLE,29.44390726,-99.99400813,,0.591550926,22.535,-0.505465944,-0.646066292,-0.011227299,1 Low,Good,1.130363915,Medi,-0.323210555,Good,0.166543811,91.64080183,1.962088881,0.049662616,-1.303970405,0.810025441,-0.091501341,0.000438975,-3.357560626,0.238477989,0.89187633
FW08TX067,1,2009,SPL,5753504,15247,WADEABLE,T,15247,SINGLE,1.363636364,3.030318182,1.666681818,0,8/13/2009,TX,INTWADE,31.13181739,-99.32020981,,0.184579,3.66,-0.217918456,-0.628092922,-1.567525655,3 High,Medi,-0.761605893,Good,-0.006952192,Good,0.135832315,0.377198534,-0.423430004,0.000244193,-3.612266982,0.027975013,-1.553229698,1.81106E-05,-4.742066675,-1.18095571,-1.465572246
FW08TX068,1,2009,SPL,5714811,1336,BOATABLE,T,1336,SINGLE,0,0.060609091,0.060609091,0,9/16/2009,TX,BOATABLE,32.24997622,-101.3757954,,0.150518519,7.5,-0.600483603,-0.427550863,-1.270825471,1 Low,Medi,-1.320544841,Poor,-0.635478396,Good,-0.041673049,0.217210311,-0.663119562,1.09303E-05,-4.961366038,0.186874151,-0.728450768,9.40E-06,-5.026697245,-0.963800363,-2.108532156
FW08TX088,1,2008,SPL,5757682,12339,WADEABLE,T,12339,SINGLE,1.5,1.530304545,0.030304545,0,8/30/2008,TX,WADEABLE,30.51303846,-98.51028269,,1.32,2.657894737,-0.751915218,-0.361510743,-1.814877252,3 High,Good,-0.442385293,Poor,-0.601395255,Good,0.321820882,276.9792192,2.442447187,5.306389779,0.724799148,0.006665744,-2.176151345,0.000127703,-3.893799384,-0.998107176,1.935082125
FW08TX104,1,2009,SPL,5670977,15248,WADEABLE,R,15248,SINGLE,0.272740909,0.712136364,0.439395455,0,7/19/2009,TX,WADEABLE,30.65449651,-97.92735569,,0.260028,7.605,0.017317967,-0.534887652,-0.228031467,2 Medi,Good,0.599529143,Good,0.156395808,Good,0.205644529,7.800942577,0.892147081,0.034226865,-1.465632878,0.090428559,-1.043694388,0.000396758,-3.401474347,-0.216250472,0.152094066
FW08TX118,1,2009,CPL,9355546,15249,WADEABLE,S,15249,SINGLE,1.363636364,1.431818182,0.068181818,0,7/15/2009,TX,WADEABLE,28.87839635,-96.28716757,,0.088194444,4.57,-0.185722128,-0.738196627,-2.858249665,2 Medi,Poor,-1.673073376,Poor,-0.277882301,Medi,-0.346016627,9.835198132,0.992783113,0.04545189,-1.342448053,0.046022059,-1.337033958,0.000212684,-3.672265124,-0.922693317,0.081036032
FW08TX119,1,2009,SPL,5656286,15250,WADEABLE,?,15250,SINGLE,0.424263636,1.181840909,0.757577273,0,7/22/2009,TX,WADEABLE,31.95128099,-99.94792257,,0.218888,3.98,-0.328742984,-0.511834012,-2.148718735,2 Medi,Medi,-1.286173513,Good,-0.098870227,Good,0.185396497,2.664632293,0.425637287,0.00806173,-2.093571757,0.027024461,-1.568242953,8.17613E-05,-4.087451997,-0.829213746,-0.373095201
FW08TX124,1,2009,SPL,1293160,15251,WADEABLE,S,15251,SINGLE,0,1.0076,1.0076,0,7/11/2009,TX,WADEABLE,32.77924102,-96.55448832,,0.399753,1.405263158,0.127693672,-0.706938935,-3.007514958,2 Medi,Poor,-2.016082534,Good,0.209784109,Good,-0.063443151,3.855425281,0.586072291,0.536952352,-0.270064251,0.004392321,-2.357305898,0.000611727,-3.21344244,-0.707411882,0.391866658
FW08TX156,1,2009,SPL,1276500,15252,WADEABLE,S,15252,SINGLE,1.363636364,1.431818182,0.068181818,0,7/25/2009,TX,PARBYWADE,33.48298305,-97.17612334,,0.203883,8.45,0.137871779,-0.641718964,-0.742350185,2 Medi,Good,0.153549805,Good,0.246044105,Good,0.092852282,4.204553321,0.623719865,0.035051439,-1.455294146,0.14000857,-0.853845381,0.001167187,-2.932859392,0.126278645,-0.015001728
FW08TX165,1,2009,CPL,1077709,15253,WADEABLE,T,15253,SINGLE,0,0.068181818,0.068181818,0,8/15/2009,TX,INTWADE,31.51609563,-95.11218312,,0.089682,3.5,0.088055507,-0.384815394,-1.878283674,1 Low,Medi,-0.743122718,Good,0.004120225,Good,0.007364606,0.811787699,-0.090557534,0.020325995,-1.691948196,0.009719165,-2.012371059,0.000243354,-3.613761721,-0.904844678,-0.481424626
FW08TX168,1,2009,SPL,13733788,15254,WADEABLE,T,15254,SINGLE,0.242436364,1.613672727,1.371236364,0,8/16/2009,TX,WADEABLE,33.94285725,-98.46428004,,0.000298,0.36,-0.915911421,-0.496085569,-0.198498953,3 High,Poor,-1.711610662,Poor,-0.769394748,Good,0.141685236,0.460827633,-0.336461486,0.032017928,-1.494606777,3.31441E-05,-4.479593677,2.30E-06,-5.637738968,-2.995109853,-0.6404473
FW08TX172,1,2009,SPL,1270480,15255,WADEABLE,T,15255,SINGLE,0,0.734868182,0.734868182,0,8/18/2009,TX,WADEABLE,32.49662391,-97.35226928,,0.24,2.255,0.043094223,-0.608423395,-0.607642778,2 Medi,Good,0.211096228,Good,0.161406477,Good,0.048503322,2.006127851,0.302358607,0.10680039,-0.97142716,0.011519047,-1.93858344,0.00061324,-3.212369207,-0.517435905,-0.043662519
FW08UT001,1,2008,XER,10272784,12243,WADEABLE,T,12243,SINGLE,1.5,2.197,0.697,0,7/2/2008,UT,WADEABLE,41.27422296,-112.1538854,,0.017546296,6.025,-1.837272689,-1.106894235,-1.94070764,3 High,Medi,-0.975040452,Poor,-1.222789513,Poor,-0.482726413,2.867853405,0.457556948,0.00255782,-2.592130053,0.43000087,-0.366530666,0.000383515,-3.416217667,-0.640595367,-0.856431701
FW08UT001,2,2008,XER,10272784,12244,WADEABLE,T,12244,SINGLE,1.5,1.901531818,0.401531818,0,8/27/2008,UT,WADEABLE,41.27422296,-112.1538854,,0.029555556,6.895,-2,-0.033431652,-2.023259807,3 High,Medi,-1.134498377,Poor,-1.466466782,Good,0.549920248,1.163220884,0.065662191,0.001037469,-2.984024811,0.424776586,-0.37183943,0.000378856,-3.421526432,-0.645904131,-1.248326458
FW08UT003,1,2008,XER,14597511,12245,WADEABLE,R,12245,SINGLE,0.060609091,0.393959091,0.33335,0,7/9/2008,UT,WADEABLE,37.55193806,-113.4090686,,3.163809524,1.0775,-0.233688572,-0.114022322,-2.175267173,2 Medi,Good,-0.254777943,Good,0.08323449,Good,0.116367771,0.411147902,-0.386001922,0.020738651,-1.683219499,0.00316785,-2.499235385,0.000159789,-3.796452962,-1.06394141,-0.684609786
FW08UT004,1,2009,XER,10682472,15149,WADEABLE,S,15149,SINGLE,0,0.33335,0.33335,0,7/1/2009,UT,WADEABLE,39.84468028,-113.8170572,,8.48547619,2.021052632,-0.013635481,0.137152629,-1.945828386,2 Medi,Good,-0.366112897,Good,0.026390452,Good,0.294593247,5.866739343,0.768396793,0.411839732,-0.385271758,0.58416107,-0.233467389,0.041007572,-1.38713594,1.341844307,0.552961235
FW08UT005,1,2008,XER,4900971,12247,WADEABLE,R,12247,SINGLE,0,0.242436364,0.242436364,0,9/9/2008,UT,WADEABLE,38.18237181,-111.1541118,,1.711111111,4.12,-0.722286625,-0.65489372,-1.216978649,1 Low,Good,-0.035595234,Poor,-0.526644319,Poor,-0.401706457,11.23782575,1.050682294,0.057041645,-1.243807961,0.103287432,-0.98595252,0.000524273,-3.280442775,-0.523398315,0.17425464
FW08UT007,1,2008,WMT,3507383,12248,WADEABLE,T,12248,ANASTOM,0.611141667,0.9792125,0.368070833,0,9/24/2008,UT,WADEABLE,38.33325837,-112.185427,,0.172083333,23.265,-0.424042811,-0.911863911,-0.073935679,2 Medi,Good,-0.202153665,Poor,-0.260553717,Poor,-0.457584712,14.04594738,1.147551037,0.002291703,-2.639841645,2.097474286,0.321696645,0.000342219,-3.465696037,-1.342655233,-0.970151676
FW08UT008,1,2008,WMT,3199234,12249,WADEABLE,T,12249,ANASTOM,1.5,1.5,0,0,9/3/2008,UT,WADEABLE,40.89493585,-110.423116,,2.058333333,8.205263158,0.114246949,0.297262981,-0.450852487,3 High,Good,-0.020812691,Good,0.296508636,Good,0.527670394,21.68320636,1.336123503,0.331263341,-0.479826623,1.47396347,0.16848672,0.022518352,-1.647463405,0.444428607,0.36264605
FW08UT009,1,2008,XER,10023464,12250,WADEABLE,R,12250,SINGLE,0,0.030304545,0.030304545,0,7/10/2008,UT,WADEABLE,37.31864862,-113.7168672,,2.605714286,4.46,-0.332971785,-0.054173455,-0.88467591,1 Low,Good,0.251839445,Good,-0.147455751,Good,0.194959078,24.4394098,1.388090714,0.070534223,-1.151600117,0.542604797,-0.265516371,0.001566004,-2.805207202,-0.042130807,0.369593847
FW08UT010,1,2008,XER,4876421,12251,WADEABLE,T,12251,SINGLE,0.666670833,2.347254167,1.680583333,0.055558333,9/17/2008,UT,WADEABLE,39.3616375,-111.043714,,1.979722222,9.395,-0.320837183,-0.299584755,-1.148576068,3 High,Good,-0.43675056,Medi,-0.286912944,Good,-0.059111118,21.81010862,1.338657828,0.041701937,-1.379843777,2.395627792,0.379419343,0.004580551,-2.339082263,0.428392876,0.216557998
FW08UT011,1,2008,XER,23176941,12252,WADEABLE,T,12252,SINGLE,1.409090909,1.477272727,0.068181818,0,7/15/2008,UT,WADEABLE,41.79782893,-113.7101606,,2.469047619,2.055,-0.422299355,-0.33939321,-1.777490407,2 Medi,Good,-0.206968989,Medi,-0.262996787,Good,-0.086100911,0.978930695,-0.009248054,0.053279489,-1.273439947,0.021146626,-1.674758911,0.001150931,-2.938950805,-0.207251684,-0.288720837
FW08UT012,1,2008,WMT,10807265,12253,WADEABLE,T,12253,SINGLE,0.8485,1.242454545,0.393954545,0,8/5/2008,UT,WADEABLE,37.95368314,-112.0634114,,1.425238095,1.505,-0.513440727,-0.528175086,-1.092899717,2 Medi,Medi,-0.366146218,Poor,-0.410228964,Medi,-0.246919974,1.422088973,0.152926769,0.029784525,-1.526009315,0.003103463,-2.508153455,6.49996E-05,-4.187089539,-2.097362349,-0.741027734
FW08UT013,1,2008,WMT,10092650,12254,WADEABLE,S,12254,SINGLE,0,0,0,0,8/13/2008,UT,WADEABLE,40.66222979,-111.1798649,,13.00666667,1.661904762,-0.381238971,-0.160008028,-0.026215223,1 Low,Good,0.983718114,Poor,-0.259140018,Good,-0.011327591,1.704921431,0.23170437,0.40245531,-0.395282338,0.019279342,-1.714907795,0.004550986,-2.341894502,-0.268788112,-0.051698715
FW08UT014,1,2009,XER,1403494,15150,BOATABLE,S,15150,ANASTOM,0.825781818,1.454590909,0.628809091,0,8/10/2009,UT,BOATABLE,37.22371769,-109.2086935,,0.104802292,43.7,0.105432763,-0.34898645,-0.342553077,2 Medi,Good,-0.428963077,Good,0.433632763,Good,0.556427271,121.3065908,2.083884398,0.003009198,-2.521549239,5.065210786,0.704597523,0.00012565,-3.900836113,-1.086942446,-0.131503851
FW08UT015,1,2009,XER,4877993,15151,WADEABLE,S,15151,SINGLE,1,1,0,0,5/20/2009,UT,WADEABLE,39.1334011,-110.9467014,,0.51712963,5.205,-0.153634768,-0.226147093,-1.914382261,2 Medi,Medi,-0.865490795,Good,0.171574602,Good,0.118764325,1.571091148,0.196201382,0.002535582,-2.595922363,0.282262702,-0.549346505,0.000455543,-3.34147025,-0.572184006,-0.968555116
FW08UT016,1,2009,XER,7880802,15152,WADEABLE,T,15152,SINGLE,1.5,1.757581818,0.257581818,0,7/23/2009,UT,WADEABLE,41.59254762,-111.1414827,,0.071296296,14.81,-1.550030994,-1.719173392,-1.593310136,3 High,Medi,-1.142784408,Poor,-1.21583995,Poor,-1.216361254,6.142208044,0.788324522,0.001875742,-2.726826878,0.577048037,-0.238788032,0.000176222,-3.753939433,-0.966866709,-0.795354199
FW08UT020,1,2009,WMT,10093052,15153,WADEABLE,T,15153,SINGLE,1.5,3.644,2.144,0,10/7/2009,UT,WADEABLE,40.98295474,-111.4506475,,0.542162698,16.95,-0.706938935,-0.877039828,0.078224973,3 High,Good,0.173676938,Poor,-0.538345726,Poor,-0.500684297,20.76550462,1.317342489,0.009203491,-2.036047425,3.696309837,0.567768368,0.001638244,-2.785621546,-0.669437985,-0.548465017
FW08UT021,1,2008,WMT,10807861,12255,WADEABLE,T,12255,SINGLE,1.5,1.5,0,0,8/7/2008,UT,WADEABLE,37.74306236,-112.0985939,,0.064583333,4,-1.274236821,-0.958607315,-1.665316551,3 High,Poor,-1.560215523,Poor,-1.231807681,Poor,-0.591460421,0.354496724,-0.450387774,0.000739856,-3.130852831,0.053849681,-1.268816866,0.000112388,-3.949281923,-1.843730575,-1.925629693
FW08UT022,1,2008,XER,3176490,12241,BOATABLE,S,12241,SINGLE,0.590931818,1.15660368,0.565671861,0,8/20/2008,UT,BOATABLE,39.08974622,-109.1016351,,0.096761905,111.8818182,-0.289536445,-0.320406941,0.769519367,2 Medi,Good,0.683109367,Good,0.038663555,Good,0.750919542,237.0404402,2.374822445,0.005085378,-2.293676726,46.54071233,1.667833026,0.000998467,-3.000666145,-0.185221065,0.122894025
FW08UT023,1,2009,XER,3380831,15154,BOATABLE,T,15154,SINGLE,0,0,0,0,5/14/2009,UT,BOATABLE,38.35280308,-109.7534644,,0.037851599,167.1909091,-0.062071988,-0.296317894,-1.269362724,1 Low,Medi,-1.355772724,Good,0.266128012,Good,0.832515233,943.7458987,2.974855077,0.014283418,-1.84516787,650.1488446,2.813012795,0.009839881,-2.007010152,0.812162413,0.635133782
FW08UT023,2,2009,XER,3380831,15166,BOATABLE,T,15166,SINGLE,0,0,0,0,9/22/2009,UT,BOATABLE,38.35280308,-109.7534644,,0.037851599,146.9636364,-0.1522311,-0.577499695,-1.759922153,1 Low,Poor,-1.846332153,Good,0.1759689,Good,0.527738287,435.3470102,2.638835566,0.006588896,-2.181187381,53.01045254,1.724361512,0.000802303,-3.095661435,-0.276488871,0.299114271
FW08UT026,1,2008,XER,3910559,12256,WADEABLE,T,12256,SINGLE,0.6667,1.00005,0.33335,0,9/15/2008,UT,WADEABLE,39.3065305,-110.4051738,,0.175793651,7.04,-0.227811696,-0.637414722,-1.511352856,2 Medi,Medi,-0.634471608,Good,0.26191949,Medi,-0.213828245,6.029325492,0.78026873,0.001428669,-2.845068276,0.386599421,-0.4127388,9.16061E-05,-4.038075806,-1.248292515,-0.867251531
FW08UT027,1,2009,XER,3278085,15165,WADEABLE,T,15165,SINGLE,0,0,0,0,6/23/2009,UT,WADEABLE,37.66741279,-111.2171528,,0.18452381,7.105,-0.021342316,-0.596567486,-2.287560213,1 Low,Poor,-1.415926453,Good,0.417344858,Medi,-0.167598043,10.82873798,1.034577845,0.004381595,-2.358367728,0.185543875,-0.731553378,0.000075076,-4.124498951,-1.34043249,-0.47829482
FW08UT028,1,2008,WMT,666156,12257,WADEABLE,R,12257,SINGLE,0,0.723668398,0.723668398,0,6/25/2008,UT,WADEABLE,41.62460181,-111.7298982,,0.065392157,10.625,0.173053761,-0.008572536,0.676504454,2 Medi,Good,0.580280768,Good,0.177236685,Good,0.322700446,2.459202889,0.39079436,0.003658958,-2.436642572,0.433670703,-0.362839916,0.000645243,-3.190276848,-1.082403344,-1.169750035
FW08UT029,1,2009,XER,1200162,15164,WADEABLE,T,15164,SINGLE,1.5,1.628790909,0.128790909,0,10/6/2009,UT,WADEABLE,39.49133386,-112.384919,,0.077027778,14.76,-0.851762028,-1.428608832,-1.928460495,3 High,Poor,-1.475989733,Medi,-0.391056653,Poor,-0.917792195,15.20359107,1.18194618,0.000947533,-3.023405678,0.29455568,-0.530832599,1.83576E-05,-4.736184457,-1.932132801,-0.801634687
FW08UT030,1,2009,XER,1400472,15163,BOATABLE,S,15163,SINGLE,0.636395455,1.007622727,0.371227273,0,8/11/2009,UT,BOATABLE,37.27503058,-109.4370712,,0.102488231,43.91818182,-0.04751577,-0.659375643,-0.866850048,2 Medi,Medi,-0.953260048,Good,0.28068423,Good,0.242742028,43.34730034,1.636962055,0.00098774,-3.00535736,7.212063595,0.858059548,0.000164339,-3.784259867,-0.96945881,-0.599797814
FW08UT031,1,2009,XER,11966509,15162,WADEABLE,S,15162,SINGLE,0.598486364,0.803031818,0.204545455,0,7/27/2009,UT,WADEABLE,40.13112667,-110.6537,,0.386027778,11.14,-0.432866652,-0.41453927,-0.0530226,2 Medi,Good,0.561111693,Medi,-0.198765026,Good,-0.049961175,2.747488821,0.438935934,0.001359807,-2.866522727,0.943573999,-0.025224035,0.000467001,-3.330682696,-0.548768413,-1.023246814
FW08UT032,1,2008,WMT,3199328,12258,WADEABLE,R,12258,ANASTOM,0,0,0,0,9/4/2008,UT,WADEABLE,40.864464,-110.539351,,2.220555556,6.12,0.133175877,0.224250457,-0.408362678,1 Low,Good,0.093111824,Good,0.295183222,Good,0.442533776,5.460399917,0.737224451,0.125327639,-0.901953141,0.523939188,-0.280719118,0.012025504,-1.91989671,0.169202296,-0.133654223
FW08UT033,1,2009,XER,18264667,15161,WADEABLE,T,15161,SINGLE,1.5,1.84922381,0.34922381,0,5/29/2009,UT,WADEABLE,37.51017371,-112.0337085,,0.584375,4.95,-0.521564691,-1.428608832,-1.138563344,3 High,Good,-0.061147673,Medi,-0.212713919,Poor,-1.081002557,6.763022165,0.830140811,0.013921665,-1.856308833,0.011598473,-1.93559919,2.38754E-05,-4.622048833,-1.855362172,-0.273388113
FW08UT035,1,2009,WMT,3906449,15167,WADEABLE,T,15167,SINGLE,1.5,2.106077273,0.606077273,0,7/8/2009,UT,WADEABLE,39.78830338,-111.1081419,,0.049739583,18.07,-0.496085569,-0.345911009,-2.151751415,3 High,Poor,-2.396697465,Poor,-0.470959492,Good,-0.024999961,13.47120654,1.129406495,0.033057502,-1.480729964,4.688891433,0.671070177,0.011506248,-1.939066282,0.165373874,-0.305016706
FW08UT037,1,2009,WMT,3507949,15168,WADEABLE,T,15168,SINGLE,1.5,2.674290909,1.174290909,0,10/14/2009,UT,WADEABLE,38.44687091,-112.2198647,,0.044270833,22.385,-0.976934698,-1.378634852,-1.369304598,3 High,Poor,-1.675159798,Poor,-0.88028899,Poor,-0.922572852,6.579903402,0.818219518,0.001006199,-2.997316353,0.470767727,-0.327193318,7.19898E-05,-4.142729189,-2.019243722,-1.315817502
FW08UT039,1,2009,XER,4884949,15169,BOATABLE,T,15169,SINGLE,0,0,0,0,9/23/2009,UT,BOATABLE,38.15670289,-109.9319763,,0.045392486,117.1181818,-0.314258261,-0.771879741,-2.40551757,1 Low,Poor,-2.49192757,Good,0.013941739,Good,0.290044309,1647.392095,3.216796978,0.009036995,-2.043975982,455.6338353,2.658615967,0.002499442,-2.602156993,0.227858022,0.621705125
FW08UT041,1,2008,XER,10024666,12262,WADEABLE,T,12262,ANASTOM,0.33335,3.848604545,3.515254545,0,7/11/2008,UT,WADEABLE,37.07694059,-113.5970254,,0.309027778,9.96,-0.684888793,-0.27572413,-2.351774257,3 High,Poor,-1.673418093,Poor,-0.728439097,Good,0.139659608,4.776173404,0.679080086,0.122275048,-0.91266216,0.275160863,-0.560413337,0.007044407,-2.152155582,0.587601277,0.209824629
FW08UT042,1,2009,XER,4931276,15171,BOATABLE,T,15171,SINGLE,0.6667,0.931859091,0.265159091,0,5/12/2009,UT,BOATABLE,38.83728451,-110.142338,,0.013546667,117.4454545,-0.196449778,-0.821284597,0.788991947,2 Medi,Good,0.702581947,Good,0.131750222,Good,0.245594744,232.6397312,2.366683887,0.002211344,-2.655343631,154.6198129,2.189265143,0.00146973,-2.832762375,-0.008620498,-0.090078857
FW08UT046,1,2009,XER,1385518,15173,BOATABLE,S,15173,SINGLE,0.121218182,0.303036364,0.181818182,0,8/13/2009,UT,BOATABLE,37.19439594,-109.7334811,,0.15066444,49.56363636,-0.232844134,-0.976934698,-0.32211546,1 Low,Good,-0.40852546,Good,0.095355866,Good,-0.057428021,86.10399772,1.935023316,0.0014968,-2.824836331,6.394539717,0.805809289,0.00011116,-3.954050357,-1.13635781,-0.369839363
FW08UT047,1,2009,XER,3897409,15179,BOATABLE,S,15179,SINGLE,0,0,0,0,9/1/2009,UT,BOATABLE,39.73723267,-109.9502351,,0.036286794,119.8,-0.045319031,-0.795880017,-1.445305706,1 Low,Medi,-1.531715706,Good,0.282880969,Good,0.299462053,364.4794428,2.561673039,0.003789116,-2.421462149,47.83644738,1.679758919,0.000497306,-3.303376269,-0.480191143,0.127444511
FW08UT049,1,2009,XER,18266967,15180,WADEABLE,T,15180,BRAIDED,1.5,3.068181818,1.568181818,0,5/27/2009,UT,WADEABLE,37.24595272,-111.9504976,,0.662896825,16.405,-0.482384291,-0.821284597,-1.67052752,3 High,Medi,-1.278849952,Poor,-0.447934474,Poor,-0.484531397,19.03553238,1.279565028,0.016277887,-1.788401961,0.220601041,-0.656392442,0.000188643,-3.724359431,-0.948287443,-0.045015046
FW08UT051,1,2008,XER,4902157,12259,WADEABLE,T,12259,BRAIDED,0.33335,0.6667,0.33335,0,9/16/2008,UT,WADEABLE,38.37090635,-110.7567233,,0.325641026,16.93,-0.862415739,-1.550030994,-2.402804097,2 Medi,Poor,-2.029257963,Poor,-0.658728871,Poor,-1.170915317,205.9053352,2.3136676,0.041989448,-1.376859836,0.256591264,-0.590758133,5.23256E-05,-4.281285569,-1.489898594,0.628376004
FW08UT053,1,2008,WMT,10805283,12260,WADEABLE,S,12260,SINGLE,0.651522727,1.303068182,0.651545455,0,9/23/2008,UT,PARBYWADE,38.18736155,-112.0946686,,0.138888889,12.6,-0.413259297,-0.616511048,-2.042527767,2 Medi,Poor,-2.071365636,Poor,-0.280531906,Medi,-0.18729312,6.006047146,0.778588737,0.001956526,-2.708514483,1.894509719,0.277496838,0.000617154,-3.209606383,-1.091310152,-1.164825972
