nrsa_survey,UID,UNIQUE_ID,SITE_ID,VISIT_NO,YEAR,LAT_DD83,LON_DD83,COMID,GrazingPotentialCat,GrazingPotentialWs
nrsa1314,1004054,NRS_MT-10359,MTLS-1136,1,2014,48.44817,-109.7563,12325673,3.267181802,2.0889694
nrsa1314,1004351,NRS_MT-10361,MTLS-1138,1,2014,45.3917,-109.6788,7185966,10.03045002,2.86969256
nrsa1314,1003989,NRS_MT-10368,MTLS-1145,1,2014,46.87538,-113.9796,22938012,0.861108398,0.195719273
nrsa1314,1004692,NRS_MT-10372,MTLS-1149,1,2014,48.23054,-114.295,24344199,3.810679802,1.556950474
nrsa1314,1004693,NRS_MT-10378,MTLS-1155,1,2014,48.00022,-109.0304,12349429,0.467567732,6.212419383
nrsa1314,1004223,NRS_MT-10477,MTLS-1164,1,2014,45.77456,-108.2987,12913633,22.87002834,12.37664196
nrsa1314,1004334,NRS_MT-10478,MTLS-1189,1,2014,48.86863,-113.5235,9305750,5.049834384,0.65807122
nrsa1314,1004453,NRS_MT-10479,MTRF-0004,1,2014,45.49109,-110.5988,4369500,8.417519688,0.967176233
nrsa1314,1004393,NRS_MT-10480,MTRF-0005,1,2014,48.99986,-114.4751,22949817,0.386873708,0.60084626
nrsa1314,1004127,NRS_MT-10481,MTRF-0007,1,2014,48.13208,-105.716,12463086,9.013355885,7.703808052
nrsa1314,1004086,NRS_MT-10482,MTRF-0008,1,2014,46.2714,-107.3143,13257603,6.732021806,6.175668617
nrsa1314,1004215,NRS_MT-10483,MTRF-0102,1,2014,48.11113,-113.3143,22957319,0.48245073,0.233027704
nrsa1314,1004343,NRS_MT-10484,MTRF-0103,1,2014,47.48565,-113.2271,22965716,1.511198747,0.453181165
nrsa1314,1004216,NRS_MT-10485,MTRF-0105,1,2014,47.86281,-113.8443,24349992,7.137241705,2.537084545
nrsa1314,1004128,NRS_MT-10486,MTRF-0106,1,2014,46.93898,-112.929,22912514,3.409880254,3.233835995
nrsa1314,1004129,NRS_MT-10487,MTRF-0107,1,2014,47.29048,-112.4269,12438415,7.942328886,1.208127777
nrsa1314,1004454,NRS_MT-10488,MTRF-0108,1,2014,45.79307,-113.353,4224674,12.31096721,10.23234788
nrsa1314,1004022,NRS_MT-10489,MTRF-0109,1,2014,46.86235,-111.2541,12420845,2.540584267,8.225329649
nrsa1314,1004264,NRS_MT-10490,MTRF-0110,1,2014,44.96752,-111.979,243696,2.782283812,4.664823393
nrsa1314,1004263,NRS_MT-10491,MTRF-0115,1,2014,45.03189,-111.6712,3056436,31.23908996,2.08009878
nrsa1314,1004265,NRS_MT-10492,MTRF-0116,1,2014,45.05411,-111.1568,3856355,4.544840847,0.646705832
nrsa1314,1004130,NRS_MT-10493,MTRF-0117,1,2014,45.56782,-112.3386,24727496,21.05322285,8.790978971
nrsa1314,1003799,NRS_MT-10383,MTRM-1005,1,2014,48.50016,-108.8066,12324499,4.412531256,5.138125235
nrsa1314,1004100,NRS_MT-10388,MTRM-1010,1,2014,47.72753,-104.0921,21871769,8.801873738,6.928520181
nrsa1314,1004292,NRS_MT-10396,MTRO-1068,1,2014,48.69315,-112.5083,12656943,8.326613998,9.176993908
nrsa1314,1003788,NRS_MT-10397,MTRO-1069,1,2014,48.334312,-107.590091,12297370,5.305773119,6.920962677
nrsa1314,1004515,NRS_MT-10402,MTRO-1074,1,2014,45.86417,-111.2129,3851103,8.24392286,7.377018494
nrsa1314,1004666,NRS_MT-10403,MTRO-1075,1,2014,47.02261,-113.3007,22912162,6.864570229,6.211416183
nrsa1314,1004202,NRS_MT-10435,MTSS-1290,1,2014,45.01191,-109.0605,4265858,18.30497423,10.90114084
nrsa1314,1003791,NRS_MT-10436,MTSS-1291,1,2014,45.19492,-107.7614,12780655,3.448000249,3.448000249
nrsa1314,1003964,NRS_MT-10439,MTSS-1294,1,2014,48.15279,-109.8484,12320539,6.135659975,6.135659975
nrsa1314,1004139,NRS_MT-10450,MTSS-1305,1,2014,46.94766,-112.3603,3020044,3.367304525,2.737636836
nrsa1314,1004497,NRS_MT-10464,MTSS-1319,1,2014,47.25983,-110.846,12493301,6.753692349,9.117574378
nrsa1314,1004488,NRS_MT-10466,MTSS-1321,1,2014,45.64859,-114.3548,24324794,2.169316083,2.169316083
nrsa1314,1004306,NRS_MT-10471,MTSS-1326,1,2014,48.43206,-113.1133,12536674,9.68517602,14.40887385
nrsa1314,1004609,NRS_MT-10473,MTSS-1328,1,2014,47.06133,-110.2411,12376693,15.51504244,12.33596679
nrsa1314,1004537,NRS_MT-10475,MTSS-1330,1,2014,48.18282,-104.6439,3102229,12.99847299,3.827846002
nrsa1314,1004579,NRS_MT-10476,MTSS-1331,1,2014,46.07445,-114.0615,24320912,3.105792764,3.962485017
nrsa1314,1004281,NRS_ND-10349,NDLS-1063,1,2014,46.02672,-101.3583,21861506,15.58068562,19.8349882
nrsa1314,1003994,NRS_ND-10350,NDLS-1064,1,2014,46.78429,-102.6111,16235847,22.60390893,16.75737861
nrsa1314,1003766,NRS_ND-10351,NDLS-1065,1,2014,47.14528,-101.3734,14518907,30.72575354,23.70843744
nrsa1314,1003681,NRS_ND-10352,NDLS-1067,1,2014,46.33039,-102.9981,21859664,8.759607424,10.67890305
nrsa1314,1003871,NRS_ND-10353,NDLS-1068,1,2014,47.47418,-102.6896,14472623,9.976132867,14.06345544
nrsa1314,1003886,NRS_ND-10355,NDLS-1070,1,2014,48.39032,-102.7695,21534296,6.469625639,5.286174537
nrsa1314,1003698,NRS_ND-10357,NDLS-1072,1,2014,45.97747,-102.9781,21850637,23.01032436,14.60415436
nrsa1314,1003905,NRS_ND-10358,NDLS-1073,1,2014,48.02285,-102.1922,21534086,3.395564621,6.78807233
nrsa1314,1004135,NRS_ND-10362,NDLS-1077,1,2014,46.91672,-101.6175,16222589,20.06605463,20.43304212
nrsa1314,1003959,NRS_ND-10364,NDLS-1079,1,2014,46.60633,-100.2571,14682334,18.32031563,20.18325556
nrsa1314,1003668,NRS_ND-10416,NDRF-0001,1,2014,46.59192,-101.7355,16224157,12.86775474,16.11957936
nrsa1314,1003717,NRS_ND-10417,NDRF-0002,1,2014,46.2534,-103.9119,9789690,21.97467323,9.789851024
nrsa1314,1004341,NRS_ND-10418,NDRF-0008,1,2014,48.83818,-98.0068,14415343,0.807551554,0.86513809
nrsa1314,1004657,NRS_ND-10377,NDRO-1026,1,2014,45.9555,-103.9574,9781759,33.25563483,7.992473627
nrsa1314,1004638,NRS_ND-10380,NDRO-1029,1,2014,46.66263,-102.0795,16236549,24.47078465,16.38140933
nrsa1314,1003616,NRS_ND-10394,NDSS-1112,1,2014,46.83159,-102.5029,16237233,29.29855925,18.83869293
nrsa1314,1003594,NRS_ND-10397,NDSS-1115,1,2014,46.61594,-102.0195,16237481,38.89216726,6.158465439
nrsa1314,1003570,NRS_ND-10413,NDSS-1131,1,2014,46.55055,-101.705,16224291,27.69228563,11.98174786
nrsa1314,1003713,NRS_ND-10415,NDSS-1133,1,2014,46.27863,-104.0273,9787422,13.74675776,10.56094826
nrsa1314,1003965,NRS_NE-10113,NELS-1079,1,2014,42.12492,-98.08295,17285857,35.49075588,22.39548431
nrsa1314,1004413,NRS_NE-10117,NELS-1083,1,2014,42.81968,-98.26476,11673248,13.42819553,28.51414368
nrsa1314,1004803,NRS_NE-10152,NERF-0001,1,2014,42.62422,-103.7173,16101059,7.88402164,15.38673068
nrsa1314,1004806,NRS_NE-10153,NERF-0002,1,2014,41.85688,-101.0982,17391429,21.55072227,21.06067715
nrsa1314,1004804,NRS_ND-10419,NERF-0003,1,2014,42.76533,-103.927,5441900,2.987282997,2.987282997
nrsa1314,1004805,NRS_NE-10154,NERF-0004,1,2014,42.69775,-103.5673,16100977,3.976700545,7.70850846
nrsa1314,1004184,NRS_NE-10124,NERM-1007,1,2014,42.90837,-100.4519,16031368,7.079936117,16.32943047
nrsa1314,1004151,NRS_NE-10125,NERM-1008,1,2014,42.80418,-97.17051,11761682,8.417711655,10.16207852
nrsa1314,1003927,NRS_NE-10131,NERO-1042,1,2014,41.22095,-99.24727,17340185,24.69919603,30.05784664
nrsa1314,1004206,NRS_NE-10134,NERO-1045,1,2014,42.9629,-99.50453,11655286,15.55434927,25.0267712
nrsa1314,1004287,NRS_NE-10146,NESS-1138,1,2014,42.59489,-103.9548,16067413,21.99154885,6.948341683
nrsa1314,1004431,NRS_NE-10148,NESS-1140,1,2014,42.69389,-98.90705,11645369,26.51708768,27.77472452
nrsa1314,1003711,NRS_NH-10118,NHRF-0001,1,2014,42.91113,-71.99575,6764058,2.371510196,1.719460438
nrsa1314,1003749,NRS_NH-10119,NHRF-0002,1,2014,43.78668,-71.208,9315981,0.391807849,0.26515495
nrsa1314,1004238,NRS_NH-10121,NHRF-0004,1,2014,44.12177,-71.9318,4594437,1.284568936,0.903447914
nrsa1314,1004021,NRS_NH-10104,NHRM-1001,1,2014,44.87331,-71.52952,4592867,2.886503334,1.304960046
nrsa1314,1003779,NRS_NH-10107,NHRM-1004,1,2014,43.26269,-71.5564,6741958,1.859764794,1.590758821
nrsa1314,NA,NRS_NH-10108,NHRM-1005,1,2014,44.62447,-71.54729,4593345,2.509904751,1.730055694
nrsa1314,1004563,NRS_NJ-10054,NJSS-1086,1,2014,41.15246,-74.34997,6245432,0,0.001434821
nrsa1314,1004615,NRS_NJ-10056,NJSS-1088,1,2014,40.46545,-74.55524,9514774,4.642547793,4.642547793
nrsa1314,1003487,NRS_NM-10124,NMLS-1045,1,2014,35.3899,-105.9688,17836894,2.134793145,1.798482594
nrsa1314,1003523,NRS_NM-10126,NMLS-1047,1,2014,36.48122,-105.0151,20059238,1.512171214,0.984399548
nrsa1314,1003524,NRS_NM-10150,NMRF-0001,1,2014,36.22154,-103.8507,20024071,8.54847501,7.177025302
nrsa1314,1003526,NRS_NM-10151,NMRF-0002,1,2014,36.58843,-103.3149,13859134,7.597815236,9.239936339
nrsa1314,1003511,NRS_NM-10152,NMRF-0009,1,2014,36.06703,-104.3721,20050769,1.59620495,3.336299444
nrsa1314,1003477,NRS_NM-10128,NMRM-1002,1,2014,34.80287,-104.6276,20818228,2.189227495,3.244808383
nrsa1314,1003666,NRS_NM-10133,NMRM-1007,1,2014,33.03974,-108.5324,2430758,0.740383119,0.359682303
nrsa1314,1004816,NRS_NM-10134,NMRO-1025,1,2014,36.97114,-103.3905,21124717,18.95513826,5.17579258
nrsa1314,1003512,NRS_NM-10137,NMRO-1028,1,2014,35.8127,-104.906,20045304,2.597666864,2.960870491
nrsa1314,1003540,NRS_NM-10139,NMRO-1030,1,2014,33.55138,-107.5537,17723440,1.728681236,2.499306661
nrsa1314,1004820,NRS_NM-10140,NMSS-1076,1,2014,36.78769,-108.0619,17015635,1.139674958,1.251906955
nrsa1314,1003463,NRS_NM-10145,NMSS-1081,1,2014,35.88864,-105.448,20044518,1.962334193,1.034002518
nrsa1314,1003739,NRS_NV-10362,NVLS-1069,1,2014,41.99317,-117.528,11848893,2.057516304,2.571557542
nrsa1314,1003835,NRS_NV-10365,NVLS-1072,1,2014,38.4235,-119.0023,8914803,5.32710807,0.926259679
nrsa1314,1003993,NRS_NV-10367,NVLS-1074,1,2014,41.58071,-115.3591,10772018,2.486039734,0.756731692
nrsa1314,1003808,NRS_NV-10419,NVRO-1041,1,2014,41.78608,-114.9674,23198360,1.256919605,2.187046427
nrsa1314,1003924,NRS_NY-10146,NYRF-0001,1,2014,42.60627,-73.47956,6185902,8.469604547,8.596085884
nrsa1314,1003987,NRS_NY-10147,NYRF-0002,1,2014,42.50124,-74.43872,3246788,3.548442435,3.548442435
nrsa1314,1003884,NRS_NY-10148,NYRF-0003,1,2014,44.55787,-73.44391,9527399,23.51952239,2.66680584
nrsa1314,1003863,NRS_NY-10149,NYRF-0004,1,2014,43.48307,-73.79941,22307065,0.070499247,0.515844418
nrsa1314,1003942,NRS_NY-10150,NYRF-0005,1,2014,44.30054,-75.3443,15492990,11.25488609,6.363292135
nrsa1314,1003848,NRS_NY-10151,NYRF-0006,1,2014,43.25015,-74.20937,22297306,0.170330241,0.130015482
nrsa1314,1004581,NRS_NY-10110,NYRM-1008,1,2014,42.17815,-73.8706,6189232,2.230127095,6.785005251
nrsa1314,1003943,NRS_NY-10122,NYRO-1060,1,2014,44.33427,-75.47149,15493434,4.510917648,7.287933165
nrsa1314,1003955,NRS_NY-10145,NYSS-1258,1,2014,43.03249,-74.65623,22740695,4.759110687,4.344473308
nrsa1314,1003683,NRS_OK-10110,OKLS-1204,1,2014,34.17387,-96.08742,6068868,22.09051924,41.25252676
nrsa1314,1003684,NRS_OK-10114,OKLS-1209,1,2014,34.30293,-95.65807,592260,7.376020072,13.43130504
nrsa1314,1003826,NRS_OK-10162,OKRF-0002,1,2014,35.69016,-95.16564,380740,13.80253009,13.80253009
nrsa1314,1003664,NRS_OK-10163,OKRF-0003,1,2014,36.18365,-98.92051,390116,17.46475303,20.10710399
nrsa1314,1003632,NRS_OK-10164,OKRF-0004,1,2014,36.24905,-95.73396,833478,26.38081285,28.81336762
nrsa1314,1004815,NRS_OK-10165,OKRF-0005,1,2014,35.77732,-96.32553,536075,12.53613558,12.53613558
nrsa1314,1004559,NRS_OK-10166,OKRF-0008,1,2014,34.73312,-97.21169,19958232,26.64632498,32.11734061
nrsa1314,1003611,NRS_OK-10167,OKRF-0101,1,2014,35.28665,-95.26315,512939,81.7963234,16.84998321
nrsa1314,1004267,NRS_OK-10131,OKRM-1020,1,2014,33.87103,-95.43251,8348955,34.70320533,27.6392653
nrsa1314,1003566,NRS_OK-10132,OKRM-1021,1,2014,35.02582,-97.35414,6026378,29.2850252,11.87902929
nrsa1314,1004382,NRS_OK-10135,OKRM-1026,1,2014,34.20331,-99.11783,13970204,32.82418523,24.73034491
nrsa1314,1003821,NRS_OK-10142,OKRO-1092,1,2014,35.56492,-97.94991,391658,32.48716633,20.80701205
nrsa1314,1004146,NRS_OK-10144,OKRO-1102,1,2014,34.09644,-95.89402,6068064,39.48265691,30.7574749
nrsa1314,1004277,NRS_OK-10145,OKRO-1103,1,2014,34.1366,-94.68233,630377,2.607986051,13.75695695
nrsa1314,1004189,NRS_OK-10148,OKSS-1403,1,2014,34.36535,-94.46714,629877,11.59301899,11.59301899
nrsa1314,1003873,NRS_OK-10153,OKSS-1429,1,2014,34.54844,-95.89648,703952,46.97554691,38.69853282
nrsa1314,1003580,NRS_OK-10160,OKSS-1444,1,2014,34.85096,-97.91055,19957412,32.56475102,26.31445242
nrsa1314,1004553,NRS_OR-10561,ORLS-1109,1,2014,45.74761,-123.4891,23872825,7.282136221,4.313345751
nrsa1314,1004387,NRS_OR-10562,ORLS-1110,1,2014,43.50132,-121.7753,23706304,2.014344505,1.679877899
nrsa1314,1003755,NRS_OR-10605,ORRF-0107,1,2014,45.63943,-117.7274,23436991,3.058318857,6.077848929
nrsa1314,1003675,NRS_OR-10606,ORRF-0108,1,2014,44.97614,-118.7488,23670969,0.225775751,1.170829134
nrsa1314,1003783,NRS_OR-10607,ORRF-0109,1,2014,43.86593,-122.4082,23752476,0.234122061,0.627987071
nrsa1314,1003676,NRS_OR-10608,ORRF-0110,1,2014,44.09827,-118.5869,23413599,1.942199102,2.647783871
nrsa1314,1003607,NRS_OR-10609,ORRF-0113,1,2014,42.8064,-124.3894,23920620,1.36099617,3.302778352
nrsa1314,1003608,NRS_OR-10610,ORRF-0115,1,2014,42.72616,-124.2711,23920556,0.17908289,0.39821003
nrsa1314,1003763,NRS_OR-10611,ORRF-0116,1,2014,45.37816,-117.6533,23437043,0.243219006,0.456436602
nrsa1314,1003765,NRS_OR-10612,ORRF-0118,1,2014,45.95473,-117.786,23442233,0.170450572,0.31860994
nrsa1314,1003677,NRS_OR-10613,ORRF-0119,1,2014,44.12161,-118.3435,23413133,0.492736224,2.476692123
nrsa1314,1003699,NRS_OR-10565,ORRM-1003,1,2014,44.63184,-119.6373,23821773,4.979094829,3.384483391
nrsa1314,1004303,NRS_OR-10566,ORRM-1004,1,2014,42.46828,-124.3453,23940179,2.374479835,3.087590074
nrsa1314,1004271,NRS_OR-10569,ORRM-1007,1,2014,43.65161,-123.9032,24526644,0.205113307,4.164604009
nrsa1314,1003874,NRS_OR-10572,ORRM-1010,1,2014,45.99067,-118.9969,24233042,2.400158475,6.625548156
nrsa1314,1004121,NRS_OR-10586,ORRO-1062,1,2014,44.06054,-122.8951,23772775,6.162183339,1.236560899
nrsa1314,1004864,NRS_OR-10590,ORRO-1066,1,2014,45.22943,-121.0757,23719073,2.081802582,4.15181842
nrsa1314,1004464,NRS_OR-10591,ORRO-1067,1,2014,45.73934,-119.1984,947070128,8.511844482,7.528833757
nrsa1314,1004230,NRS_OR-10593,ORSS-1169,1,2014,44.13017,-122.1306,23774363,0.477054666,0.477054666
nrsa1314,1004520,NRS_OR-10596,ORSS-1172,1,2014,42.15886,-123.4142,23945915,0.429010749,0.429010749
nrsa1314,1004586,NRS_PA-10085,PALS-1092,1,2014,41.40645,-80.39264,12998878,11.4485736,14.64012402
nrsa1314,1004499,NRS_PA-10109,PARF-0005,1,2014,40.08966,-79.73079,3806223,6.874579668,12.1427115
nrsa1314,1004598,NRS_PA-10099,PARO-1054,1,2014,41.35975,-76.88407,8152251,5.40592125,5.096601046
nrsa1314,1003656,NRS_PA-10104,PASS-1166,1,2014,39.88029,-75.27583,4496060,0,1.069740875
nrsa1314,1003634,NRS_PA-10105,PASS-1167,1,2014,41.28689,-78.52937,8127031,1.535289374,1.749930295
nrsa1314,1004140,NRS_PA-10106,PASS-1168,1,2014,41.53222,-80.30868,12995704,43.22194587,43.22194587
nrsa1314,1004172,NRS_RI-10040,RILS-1024,1,2014,41.88251,-71.34201,6128363,1.983458023,2.64631775
nrsa1314,1004951,NRS_RI-10045,RILS-1029,1,2014,41.58105,-71.72228,6140288,0.955405997,1.208403577
nrsa1314,1004226,NRS_RI-10069,RIRF-0001,1,2014,41.52871,-71.68985,6140070,1.769381109,1.294947236
nrsa1314,1004349,NRS_RI-10048,RIRO-1003,1,2014,41.9159,-71.41315,6119030,0.037464325,2.14335177
nrsa1314,1003680,NRS_RI-10054,RISS-1079,1,2014,41.56816,-71.18604,6129733,11.6090098,11.6090098
nrsa1314,1004514,NRS_RI-10068,RISS-1093,1,2014,41.79948,-71.6503,6128763,0.653347701,0.653347701
nrsa1314,1003670,NRS_SC-10078,SCRF-0001,1,2014,33.31078,-81.19278,20168906,15.13571503,5.549448498
nrsa1314,1003564,NRS_GA-10150,SCRF-0002,1,2014,32.68479,-81.05108,20152201,0.691671475,1.208764345
nrsa1314,1003938,NRS_SC-10056,SCRO-1014,1,2014,33.29672,-81.85058,22724177,20.81643124,11.98052365
nrsa1314,1003623,NRS_SC-10057,SCRO-1015,1,2014,34.3282,-79.32,9114298,1.051668964,2.398872439
nrsa1314,1003971,NRS_SC-10062,SCSS-1057,1,2014,34.66773,-82.10745,9692570,22.06462285,22.06462285
nrsa1314,1003559,NRS_SC-10063,SCSS-1058,1,2014,32.46543,-81.03892,20157239,0.938636599,0.885246324
nrsa1314,1004039,NRS_SC-10064,SCSS-1059,1,2014,34.80527,-83.16501,6268208,4.207383353,4.588079425
nrsa1314,1004038,NRS_SC-10077,SCSS-1072,1,2014,34.99476,-81.85857,12038103,4.355223234,6.327791839
nrsa1314,1004407,NRS_SD-10381,SDLS-1117,1,2014,43.43648,-102.1837,16095883,8.700148367,11.10081855
nrsa1314,1003978,NRS_SD-10382,SDLS-1118,1,2014,44.56442,-103.5312,5453908,7.178086734,6.582466841
nrsa1314,1004017,NRS_SD-10383,SDLS-1119,1,2014,45.58738,-100.964,21833913,13.01157234,11.67229284
nrsa1314,1004203,NRS_SD-10384,SDLS-1120,1,2014,44.73549,-96.953,9373374,38.61628363,31.60132211
nrsa1314,1004952,NRS_SD-10437,SDRF-0001,1,2014,45.46337,-97.04395,4081850,50.66923012,24.01659684
nrsa1314,1003682,NRS_SD-10438,SDRF-0002,1,2014,45.73475,-100.6148,14490688,13.98257934,13.66397782
nrsa1314,1003700,NRS_SD-10439,SDRF-0003,1,2014,45.33649,-103.3416,16156778,8.63731369,10.44638469
nrsa1314,1003728,NRS_SD-10440,SDRF-0004,1,2014,43.64373,-101.7829,16073406,3.790510108,9.914210815
nrsa1314,1004468,NRS_SD-10396,SDRM-1012,1,2014,44.23327,-98.12316,12699734,18.94188756,16.62748538
nrsa1314,1004372,NRS_SD-10397,SDRM-1013,1,2014,43.69437,-102.0366,16071528,4.777813199,11.7459398
nrsa1314,1004408,NRS_SD-10398,SDRM-1014,1,2014,43.50802,-102.5045,16094111,9.375538243,13.53482541
nrsa1314,1004632,NRS_SD-10400,SDRM-1016,1,2014,43.69232,-99.85244,11514025,27.62235642,13.94030867
nrsa1314,1004385,NRS_SD-10401,SDRM-1017,1,2014,45.18873,-102.2796,16159728,12.86123919,11.62086049
nrsa1314,1004694,NRS_SD-10404,SDRM-1020,1,2014,43.54012,-97.82633,12667200,44.36789469,18.2110309
nrsa1314,1004282,NRS_SD-10406,SDRM-1022,1,2014,45.69451,-101.6259,21831547,7.723258953,11.24079528
nrsa1314,1003899,NRS_SD-10414,SDRO-1074,1,2014,44.10255,-101.0015,16127697,19.60698509,12.58838545
nrsa1314,1004411,NRS_SD-10415,SDRO-1075,1,2014,45.24091,-103.1254,16157400,11.62754235,10.03633849
nrsa1314,1004077,NRS_SD-10417,SDRO-1077,1,2014,44.63983,-103.2941,5453436,4.525474922,8.186145479
nrsa1314,1004354,NRS_SD-10418,SDRO-1078,1,2014,43.32469,-100.8835,20182043,12.56076609,11.78609792
nrsa1314,1003629,NRS_SD-10428,SDSS-1195,1,2014,44.38846,-103.4086,5457870,8.301215236,6.254004948
nrsa1314,1003793,NRS_SD-10429,SDSS-1196,1,2014,43.41842,-101.0899,20180529,10.65012683,16.42947758
nrsa1314,1003714,NRS_SD-10434,SDSS-1201,1,2014,43.04438,-98.72007,11550528,13.39108207,18.03395242
nrsa1314,1003796,NRS_SD-10436,SDSS-1203,1,2014,44.29952,-103.5739,14552381,4.896498876,4.67087504
nrsa1314,1004269,NRS_TN-10106,TNLS-1032,1,2014,36.43374,-83.12249,22178670,114.8674927,29.46124651
nrsa1314,1004023,NRS_TN-10108,TNLS-1034,1,2014,35.88958,-89.29055,14102303,10.0630684,10.82695241
nrsa1314,1004335,NRS_TN-10112,TNRM-1004,1,2014,36.58865,-85.50778,3577894,47.69494339,16.7714652
nrsa1314,1004613,NRS_TN-10117,TNRO-1017,1,2014,36.21187,-82.97925,19484978,45.79994412,56.25918759
nrsa1314,1004025,NRS_TN-10119,TNSS-1065,1,2014,36.25843,-88.67338,14112932,12.80549381,12.80549381
nrsa1314,1004052,NRS_TN-10126,TNSS-1072,1,2014,35.48165,-88.06955,19546610,27.68918471,27.68918471
nrsa1314,1004110,NRS_TN-10128,TNSS-1074,1,2014,35.34623,-86.863,19594326,37.32952746,37.32952746
nrsa1314,1004424,NRS_TN-10131,TNSS-1077,1,2014,36.09756,-87.14259,18392768,29.67038116,21.05978777
nrsa1314,1004587,NRS_TN-10134,TNSS-1080,1,2014,35.11606,-88.03373,19549306,3.800725581,3.800725581
nrsa1314,1004591,NRS_TN-10136,TNSS-1082,1,2014,35.81328,-83.10316,22162564,12.08954555,12.08954555
nrsa1314,1004079,NRS_TX-10179,TXLS-1115,1,2014,32.55527,-95.0233,5276000,46.78296493,28.72632481
nrsa1314,1003906,NRS_TX-10184,TXLS-1120,1,2014,29.30338,-97.69902,1623065,64.35646533,51.15158158
nrsa1314,1004047,NRS_TX-10195,TXLS-1131,1,2014,32.33304,-95.74925,4452078,22.05224185,40.21195908
nrsa1314,1004395,NRS_TX-10196,TXLS-1132,1,2014,29.84207,-97.60258,1631151,28.13054129,23.57432461
nrsa1314,1004278,NRS_TX-10198,TXLS-1134,1,2014,31.85906,-99.20214,5741616,15.97969985,16.78966701
nrsa1314,1003501,NRS_TX-10274,TXRF-0001,1,2014,30.26058,-95.09361,1520241,12.4169019,12.88581334
nrsa1314,1003518,NRS_TX-10275,TXRF-0002,1,2014,29.40832,-99.32707,10655637,15.17337157,15.17337157
nrsa1314,1003502,NRS_TX-10276,TXRF-0003,1,2014,32.28046,-97.97061,5511974,24.25312157,42.59167503
nrsa1314,1004802,NRS_TX-10279,TXRF-0006,1,2014,34.93536,-100.6965,13546725,17.54519504,23.57422437
nrsa1314,1003506,NRS_TX-10280,TXRF-0007,1,2014,33.30608,-100.5327,14033937,27.67026573,6.901849095
nrsa1314,1003529,NRS_TX-10281,TXRF-0008,1,2014,31.21007,-100.462,5702269,15.62063991,15.62063991
nrsa1314,1003599,NRS_TX-10199,TXRM-1001,1,2014,29.02616,-103.3128,291315,0.184160352,3.140103837
nrsa1314,1003544,NRS_TX-10213,TXRM-1015,1,2014,33.23304,-98.90742,5544086,19.6125717,23.4555494
nrsa1314,1004229,NRS_TX-10214,TXRM-1016,1,2014,32.61179,-95.48269,5275740,39.26287821,30.73743212
nrsa1314,1004491,NRS_TX-10216,TXRM-1018,1,2014,30.46533,-96.33373,5559402,44.62267538,25.55480523
nrsa1314,1004309,NRS_TX-10218,TXRM-1020,1,2014,31.49402,-99.60394,5727563,9.849829532,7.000952753
nrsa1314,1003804,NRS_TX-10219,TXRM-1021,1,2014,28.64427,-99.78095,10893277,13.50885656,6.779086146
nrsa1314,1003744,NRS_TX-10225,TXRO-1078,1,2014,31.53799,-100.1848,5717770,17.21623721,6.003720443
nrsa1314,1003496,NRS_TX-10226,TXRO-1079,1,2014,33.05219,-100.7694,13700209,4.167482147,27.62286463
nrsa1314,1003555,NRS_TX-10229,TXRO-1082,1,2014,33.20418,-97.80536,1305645,18.21762844,20.57363743
nrsa1314,1004150,NRS_TX-10236,TXSS-1206,1,2014,30.2417,-96.18983,5559270,48.99362347,35.26725415
nrsa1314,1004190,NRS_TX-10245,TXSS-1215,1,2014,31.6532,-94.83843,1150509,19.80623646,17.51293927
nrsa1314,1003979,NRS_TX-10254,TXSS-1224,1,2014,33.01654,-96.81408,1259243,3.627878181,3.627878181
nrsa1314,1003958,NRS_TX-10262,TXSS-1232,1,2014,32.6441,-96.73725,1260385,18.42227732,18.42227732
nrsa1314,1004461,NRS_TX-10270,TXSS-1240,1,2014,33.18628,-96.64565,1292128,5.195891293,13.97693342
nrsa1314,1004652,NRS_UT-10330,UTLS-1062,1,2014,37.20656,-112.9787,10026504,0.223779995,0.757016582
nrsa1314,1003617,NRS_UT-10359,UTRF-0001,1,2014,37.55187,-113.4091,14597511,1.038022743,1.098247083
nrsa1314,1003653,NRS_UT-10360,UTRF-0002,1,2014,38.18247,-111.1541,4900971,0.489088404,0.86921694
nrsa1314,1003517,NRS_UT-10338,UTRM-1008,1,2014,37.17928,-113.3778,10024050,2.452758606,1.202244839
nrsa1314,1004423,NRS_UT-10346,UTRO-1037,1,2014,40.21278,-109.7976,11985545,5.905516686,3.811273737
nrsa1314,1003687,NRS_UT-10358,UTSS-1110,1,2014,39.61126,-111.0646,3906609,0.882595307,0.882595307
nrsa1314,1004605,NRS_VA-10131,VARF-0002,1,2014,36.93358,-77.20509,8724117,1.006523154,5.867665068
nrsa1314,1004625,NRS_VA-10134,VARF-0007,1,2014,38.34204,-77.58924,8476932,2.586375427,24.19718925
nrsa1314,1004633,NRS_VA-10135,VARF-0008,1,2014,37.91506,-77.30011,8493166,2.781299363,7.536995255
nrsa1314,1004575,NRS_VA-10125,VARS11-151,1,2014,36.837,-78.8444,8651714,9.247882769,9.247882769
nrsa1314,1004582,NRS_VA-10126,VARS11-152,1,2014,36.6512,-79.3799,8695255,16.9409431,20.50874623
nrsa1314,1004535,NRS_VA-10127,VARS11-153,1,2014,39.0741,-78.4385,8440243,12.16802912,13.46018552
