SITE_ID,VISIT_NO,YEAR,UID,COMID,LAT_DD83,LON_DD83,REALM,PFC_ALG,PFC_AQM,PFC_BRS,PFC_HUM,PFC_LVT,PFC_LWD,PFC_OHV,PFC_RCK,PFC_UCB,XFC_ALG,XFC_ALL,XFC_AQM,XFC_BRS,XFC_HUM,XFC_LVT,XFC_LWD,XFC_NAT,XFC_OHV,XFC_RCK,XFC_UCB,SumAll_PFC,SumAll_noAlgAQM,SumNat_PFC,SumBig_PFC,XFC_NAT_ALG_AQM
SDSS-1203,1,2014,143552,14552381,44.29952,-103.5739,WADEABLE,1,1,0.181818182,0,0.090909091,0.090909091,0.090909091,0.818181818,0.090909091,0.545454545,1.702272727,0.847727273,0.027272727,0,0.022727273,0.004545455,0.309090909,0.022727273,0.227272727,0.004545455,3.363636364,1.363636364,3.363636364,1.363636364,1.702272728
TNLS-1031,1,2014,151051,19744590,36.26538,-82.31631,WADEABLE,0.181818182,0,0.454545455,0,0,0.1,0.5,0.727272727,0.727272727,0.009090909,0.212727273,0,0.040909091,0,0,0.025,0.203636364,0.065,0.036363636,0.036363636,2.690909091,2.509090909,2.690909091,2.509090909,0.212727272
TNLS-1032,1,2014,149710,22178670,36.43374,-83.12249,WADEABLE,0,0.090909091,1,0.090909091,0,0.090909091,0.9,0.090909091,0,0,0.153181818,0.004545455,0.05,0.004545455,0,0.004545455,0.144090909,0.085,0.004545455,0,2.263636364,2.172727273,2.172727273,2.081818182,0.148636365
TNLS-1034,1,2014,146592,14102303,35.88958,-89.29055,WADEABLE,0.727272727,0,0.818181818,0.090909091,0,0.363636364,0.272727273,0,0.090909091,0.036363636,0.118181818,0,0.040909091,0.004545455,0,0.018181818,0.077272727,0.013636364,0,0.004545455,2.363636364,1.636363637,2.272727273,1.545454546,0.113636364
TNR9-0901,1,2014,151150,3577878,36.60637,-85.50504,BOATABLE,0,1,1,0,1,0.636363636,1,0.090909091,0.454545455,0,0.397727273,0.05,0.05,0,0.068181818,0.031818182,0.347727273,0.170454545,0.004545455,0.022727273,5.181818182,4.181818182,5.181818182,4.181818182,0.397727273
TNR9-0901,2,2014,154182,3577878,36.60637,-85.50504,BOATABLE,0,0,1,0,0.090909091,0.636363636,0.909090909,0.181818182,0,0,0.159090909,0,0.05,0,0.004545455,0.031818182,0.159090909,0.063636364,0.009090909,0,2.818181818,2.818181818,2.818181818,2.818181818,0.15909091
TNR9-0902,1,2014,149130,22144680,35.95145,-83.55066,BOATABLE,1,1,1,0,0,0,0,1,1,0.05,0.25,0.05,0.05,0,0,0,0.15,0,0.05,0.05,5,3,5,3,0.25
TNR9-0902,2,2014,151151,22144680,35.95145,-83.55066,BOATABLE,0,0.818181818,1,0.090909091,0.090909091,0.181818182,0.6,0.090909091,0.090909091,0,0.32040404,0.143181818,0.072222222,0.004545455,0.004545455,0.009090909,0.172676768,0.03,0.052272727,0.004545455,2.963636364,2.145454546,2.872727273,2.054545455,0.315858586
TNR9-0903,1,2014,147423,19696533,35.10401,-85.3609,BOATABLE,0.727272727,0.727272727,1,0.272727273,0.090909091,0.545454545,0.818181818,0.636363636,0.272727273,0.138636364,0.622727273,0.084090909,0.086363636,0.031818182,0.022727273,0.063636364,0.368181818,0.113636364,0.068181818,0.013636364,5.09090909,3.636363636,4.818181817,3.363636363,0.590909092
TNR9-0904,1,2014,154050,19516944,35.67241,-87.26333,BOATABLE,0,0.363636364,1,0,0,0.454545455,1,0.272727273,0.181818182,0,0.2,0.054545455,0.05,0,0,0.022727273,0.145454545,0.05,0.013636364,0.009090909,3.272727274,2.90909091,3.272727274,2.90909091,0.200000001
TNR9-0905,1,2014,149498,19488822,36.12508,-83.18162,BOATABLE,0.818181818,0,1,0,0,0.545454545,1,0.727272727,1,0.059090909,0.347272727,0,0.086363636,0,0,0.045454545,0.288181818,0.07,0.036363636,0.05,5.09090909,4.272727272,5.09090909,4.272727272,0.347272726
TNRM-1003,1,2014,147424,19696569,35.06895,-85.3396,BOATABLE,0.636363636,0.090909091,1,0.181818182,0,0.636363636,0.909090909,0.545454545,0.7,0.05,0.420454545,0.004545455,0.104545455,0.027272727,0,0.068181818,0.338636364,0.045454545,0.045454545,0.075,4.699999999,3.972727272,4.518181817,3.79090909,0.393181818
TNRM-1004,1,2014,150563,3577894,36.58865,-85.50778,BOATABLE,0.090909091,0,1,0,0.181818182,0.181818182,0.909090909,0.090909091,0.272727273,0.004545455,0.209090909,0,0.068181818,0,0.009090909,0.027272727,0.204545455,0.045454545,0.022727273,0.031818182,2.727272728,2.636363637,2.727272728,2.636363637,0.209090909
TNRO-1014,1,2014,147662,19678281,35.21876,-84.6515,BOATABLE,0.545454545,1,1,0,0,0.727272727,1,1,0,0.027272727,0.616818182,0.134090909,0.086363636,0,0,0.072727273,0.455454545,0.21,0.086363636,0,5.272727272,3.727272727,5.272727272,3.727272727,0.616818181
TNRO-1015,1,2014,151152,19516768,35.69164,-87.22675,BOATABLE,0,0.636363636,1,0,0,0,0.666666667,0.181818182,0.090909091,0,0.267424242,0.170454545,0.05,0,0,0,0.096969697,0.033333333,0.009090909,0.004545455,2.575757576,1.93939394,2.575757576,1.93939394,0.267424242
TNRO-1017,1,2014,154301,19484978,36.21187,-82.97925,BOATABLE,0,0,1,0,0.272727273,1,1,0,0,0,0.221818182,0,0.068181818,0,0.013636364,0.09,0.221818182,0.05,0,0,3.272727273,3.272727273,3.272727273,3.272727273,0.221818182
TNS9-0919,1,2014,149131,19722605,35.39696,-84.27656,WADEABLE,0.454545455,0.181818182,1,0,0.090909091,0.636363636,1,0,0.454545455,0.040909091,0.402272727,0.075,0.104545455,0,0.004545455,0.104545455,0.286363636,0.05,0,0.022727273,3.818181819,3.181818182,3.818181819,3.181818182,0.402272729
TNS9-0919,2,2014,152313,19722605,35.39696,-84.27656,WADEABLE,0,0,1,0,0,0.727272727,1,0.181818182,0.454545455,0,0.331818182,0,0.159090909,0,0,0.090909091,0.331818182,0.05,0.009090909,0.022727273,3.363636364,3.363636364,3.363636364,3.363636364,0.331818182
TNS9-0920,1,2014,146593,7485744,36.18743,-89.09897,WADEABLE,0,0,0.272727273,0.090909091,0.363636364,0.181818182,0,0,0,0,0.120454545,0,0.013636364,0.079545455,0.018181818,0.009090909,0.040909091,0,0,0,0.90909091,0.90909091,0.818181819,0.818181819,0.040909091
TNS9-0920,2,2014,151020,7485744,36.18743,-89.09897,WADEABLE,0,0,0.909090909,0.454545455,0.909090909,0.272727273,0.636363636,0,0,0,0.288636364,0,0.063636364,0.115909091,0.045454545,0.031818182,0.172727273,0.031818182,0,0,3.181818182,3.181818182,2.727272727,2.727272727,0.172727273
TNS9-0921,1,2014,149499,22132893,35.67847,-84.89154,WADEABLE,0,0,1,0,0,0.272727273,1,0,0.272727273,0,0.145454545,0,0.05,0,0,0.013636364,0.145454545,0.05,0,0.031818182,2.545454546,2.545454546,2.545454546,2.545454546,0.145454546
TNS9-0922,1,2014,149711,22143538,35.8291,-83.48464,WADEABLE,0.636363636,0,0.272727273,0,0,0,0.909090909,0.636363636,0,0.031818182,0.177272727,0,0.013636364,0,0,0,0.145454545,0.1,0.031818182,0,2.454545454,1.818181818,2.454545454,1.818181818,0.177272728
TNS9-0923,1,2014,147032,14239406,35.50012,-88.63773,WADEABLE,0,0.090909091,1,0,0.545454545,0.727272727,0.545454545,0,0.272727273,0,0.195454545,0.004545455,0.086363636,0,0.027272727,0.036363636,0.190909091,0.027272727,0,0.013636364,3.181818181,3.09090909,3.181818181,3.09090909,0.195454545
TNS9-0924,1,2014,147691,19531274,35.54916,-86.95243,WADEABLE,0.272727273,0.909090909,0.909090909,0,0.727272727,0.181818182,1,0,0.181818182,0.088636364,0.338636364,0.1,0.045454545,0,0.036363636,0.009090909,0.15,0.05,0,0.009090909,4.181818182,3,4.181818182,3,0.338636363
TNS9-0926,1,2014,146854,14207084,35.12102,-89.21058,WADEABLE,0,0,0.272727273,0,0,0.090909091,0.272727273,0,0,0,0.031818182,0,0.013636364,0,0,0.004545455,0.031818182,0.013636364,0,0,0.636363637,0.636363637,0.636363637,0.636363637,0.031818183
TNS9-0927,1,2014,149462,22541202,36.40331,-84.0483,WADEABLE,1,0,1,0,0,0,1,0.818181818,0,0.456818182,0.743181818,0,0.05,0,0,0,0.286363636,0.140909091,0.095454545,0,3.818181818,2.818181818,3.818181818,2.818181818,0.743181818
TNSS-1064,1,2014,146855,14199409,35.07118,-89.85614,WADEABLE,0,0,0.818181818,0.363636364,0.727272727,0.181818182,0.545454545,0,0.090909091,0,0.136363636,0,0.040909091,0.018181818,0.036363636,0.009090909,0.118181818,0.027272727,0,0.004545455,2.727272727,2.727272727,2.363636363,2.363636363,0.118181818
TNSS-1065,1,2014,146594,14112932,36.25843,-88.67338,WADEABLE,0,0,0.363636364,0,0,0,0.909090909,0,0,0,0.063636364,0,0.018181818,0,0,0,0.063636364,0.045454545,0,0,1.272727273,1.272727273,1.272727273,1.272727273,0.063636363
TNSS-1072,1,2014,147033,19546610,35.48165,-88.06955,WADEABLE,0,0,0.454545455,0,0.272727273,0,0.545454545,0,0,0,0.193181818,0,0.022727273,0,0.013636364,0,0.193181818,0.156818182,0,0,1.272727273,1.272727273,1.272727273,1.272727273,0.193181819
TNSS-1073,1,2014,151052,19487054,36.07871,-82.5009,WADEABLE,0,0,1,0,0,0,1,1,0,0,0.661363636,0,0.05,0,0,0,0.661363636,0.243181818,0.368181818,0,3,3,3,3,0.661363636
TNSS-1074,1,2014,147692,19594326,35.34623,-86.863,WADEABLE,0,0,1,0.090909091,0.636363636,0.090909091,1,0,0.909090909,0,0.222727273,0,0.05,0.004545455,0.031818182,0.004545455,0.218181818,0.086363636,0,0.045454545,3.727272727,3.727272727,3.636363636,3.636363636,0.218181818
TNSS-1077,1,2014,151464,18392768,36.09756,-87.14259,WADEABLE,0,0.090909091,0.818181818,0,0.545454545,0,0.818181818,0.363636364,0.363636364,0,0.263636364,0.004545455,0.088636364,0,0.027272727,0,0.259090909,0.106818182,0.018181818,0.018181818,3,2.909090909,3,2.909090909,0.263636364
TNSS-1080,1,2014,153916,19549306,35.11606,-88.03373,WADEABLE,0,0.727272727,0.545454545,0,0.454545455,0.272727273,1,0,0.818181818,0,0.329545455,0.054545455,0.027272727,0,0.040909091,0.061363636,0.275,0.086363636,0,0.059090909,3.818181818,3.090909091,3.818181818,3.090909091,0.329545454
TNSS-1082,1,2014,154080,22162564,35.81328,-83.10316,WADEABLE,0,0.090909091,0,0,0,0,1,0,0,0,0.9,0.079545455,0,0,0,0,0.820454545,0.820454545,0,0,1.090909091,1,1.090909091,1,0.9
TXLS-1115,1,2014,147306,5276000,32.55527,-95.0233,WADEABLE,0,0.272727273,0.818181818,0,0.272727273,0.272727273,0.636363636,0,0.090909091,0,0.136363636,0.013636364,0.059090909,0,0.013636364,0.013636364,0.122727273,0.031818182,0,0.004545455,2.363636364,2.090909091,2.363636364,2.090909091,0.136363638
TXLS-1117,1,2014,142423,5712857,31.4733,-100.4694,WADEABLE,0,0.818181818,1,0.363636364,0,0,1,0.363636364,0.545454545,0,0.463636364,0.106818182,0.140909091,0.065909091,0,0,0.290909091,0.086363636,0.036363636,0.027272727,4.090909091,3.272727273,3.727272727,2.909090909,0.397727272
TXLS-1118,1,2013,11940,5489923,32.63661,-99.66784,WADEABLE,0.909090909,0.090909091,0.909090909,0,0,0.909090909,1,0.272727273,0.818181818,0.136363636,1.252272727,0.004545455,0.213636364,0,0,0.118181818,1.111363636,0.188636364,0.127272727,0.463636364,4.909090909,3.909090909,4.909090909,3.909090909,1.252272728
TXLS-1119,1,2013,11148,1017911,32.761,-94.30027,BOATABLE,0.181818182,0.181818182,0.727272727,0,0.909090909,0.272727273,0.636363636,0,0,0.009090909,0.381818182,0.027272727,0.090909091,0,0.190909091,0.031818182,0.345454545,0.031818182,0,0,2.909090909,2.545454545,2.909090909,2.545454545,0.381818182
TXLS-1120,1,2014,144971,1623065,29.30338,-97.69902,WADEABLE,0,0,0.818181818,0.272727273,0.545454545,0.181818182,0.545454545,0,0.363636364,0,0.154545455,0,0.059090909,0.013636364,0.027272727,0.009090909,0.140909091,0.027272727,0,0.018181818,2.727272727,2.727272727,2.454545454,2.454545454,0.14090909
TXLS-1123,1,2013,11594,5576097,31.12623,-96.24693,WADEABLE,0,0,0.636363636,0,0.181818182,0.090909091,1,0,0.363636364,0,0.497727273,0,0.097727273,0,0.009090909,0.052272727,0.497727273,0.236363636,0,0.102272727,2.272727273,2.272727273,2.272727273,2.272727273,0.497727272
TXLS-1131,1,2014,147021,4452078,32.33304,-95.74925,WADEABLE,0,0.454545455,0.909090909,0,0.636363636,0.545454545,0.272727273,0,0,0,0.261363636,0.022727273,0.129545455,0,0.031818182,0.063636364,0.238636364,0.013636364,0,0,2.818181818,2.363636363,2.818181818,2.363636363,0.261363638
TXLS-1132,1,2014,151233,1631151,29.84207,-97.60258,WADEABLE,1,0,1,0.363636364,1,0.363636364,0.727272727,0,0.818181818,0.140909091,0.738636364,0,0.295454545,0.018181818,0.104545455,0.084090909,0.579545455,0.036363636,0,0.059090909,5.272727273,4.272727273,4.909090909,3.909090909,0.720454545
TXLS-1133,1,2014,152996,5761713,30.57732,-99.86389,WADEABLE,0.545454545,1,0.272727273,0,0,0,0.636363636,0.363636364,0.090909091,0.027272727,0.236363636,0.140909091,0.013636364,0,0,0,0.068181818,0.031818182,0.018181818,0.004545455,2.909090909,1.363636364,2.909090909,1.363636364,0.236363637
TXLS-1134,1,2014,149854,5741616,31.85906,-99.20214,BOATABLE,0.181818182,0.545454545,0.454545455,0,0,0.181818182,0.727272727,0,0.727272727,0.009090909,0.436363636,0.081818182,0.070454545,0,0,0.009090909,0.345454545,0.120454545,0,0.145454545,2.818181818,2.090909091,2.818181818,2.090909091,0.436363635
TXR9-0902,1,2014,140924,285292,29.77151,-101.7318,BOATABLE,0.181818182,0.181818182,0.545454545,0,0,0.181818182,0.636363636,0.454545455,0.545454545,0.009090909,0.434090909,0.027272727,0.063636364,0,0,0.009090909,0.397727273,0.05,0.2,0.075,2.727272727,2.363636363,2.727272727,2.363636363,0.434090909
TXR9-0902,2,2014,143296,285292,29.77151,-101.7318,BOATABLE,0,0.545454545,0.363636364,0,0.454545455,0,0.545454545,0.272727273,0.272727273,0,0.465909091,0.063636364,0.036363636,0,0.040909091,0,0.402272727,0.063636364,0.211363636,0.05,2.454545455,1.90909091,2.454545455,1.90909091,0.465909091
TXR9-0903,1,2013,10437,1285939,33.05566,-97.25306,WADEABLE,0.090909091,0.545454545,0.363636364,0,0.909090909,0.090909091,1,0.636363636,0.545454545,0.004545455,0.570454545,0.045454545,0.018181818,0,0.136363636,0.004545455,0.520454545,0.068181818,0.163636364,0.129545455,4.181818181,3.545454545,4.181818181,3.545454545,0.570454546
TXR9-0903,2,2013,10810,1285939,33.05566,-97.25306,WADEABLE,0.090909091,0.181818182,0.272727273,0,0.545454545,0.090909091,0.727272727,0.363636364,0.545454545,0.004545455,0.436363636,0.027272727,0.013636364,0,0.111363636,0.004545455,0.404545455,0.109090909,0.018181818,0.147727273,2.818181818,2.545454545,2.818181818,2.545454545,0.436363637
TXR9-0905,1,2014,138600,19971210,35.972410000000004,-100.8244,WADEABLE,0.363636364,1,1,0,0,0,0.818181818,0,0.272727273,0.018181818,0.675,0.25,0.261363636,0,0,0,0.406818182,0.131818182,0,0.013636364,3.454545455,2.090909091,3.454545455,2.090909091,0.675
TXR9-0906,1,2014,144885,1623295,29.15721,-97.38375,WADEABLE,0,0.818181818,0.909090909,0.090909091,0.727272727,0.181818182,0.818181818,0,0.090909091,0,0.440909091,0.040909091,0.195454545,0.022727273,0.090909091,0.009090909,0.377272727,0.077272727,0,0.004545455,3.636363636,2.818181818,3.545454545,2.727272727,0.418181818
TXR9-0907,1,2013,10150,1487834,30.57973,-94.99791,BOATABLE,0.272727273,1,0.636363636,0,0.090909091,0,1,0,0,0.013636364,0.681818182,0.425,0.031818182,0,0.022727273,0,0.243181818,0.188636364,0,0,3,1.727272727,3,1.727272727,0.681818183
TXR9-0909,1,2013,11869,3168810,28.30211,-98.05815,BOATABLE,0,0,0.636363636,0,0,0,0.090909091,0,0,0,0.127272727,0,0.104545455,0,0,0,0.127272727,0.022727273,0,0,0.727272727,0.727272727,0.727272727,0.727272727,0.127272728
TXR9-0910,1,2013,11821,10836112,29.23893,-98.45168,BOATABLE,0.363636364,0,0.818181818,0.272727273,0.181818182,0.363636364,0.818181818,0.181818182,0.363636364,0.084090909,0.545454545,0,0.077272727,0.05,0.027272727,0.054545455,0.411363636,0.113636364,0.102272727,0.036363636,3.363636365,3.000000001,3.090909092,2.727272728,0.495454545
TXR9-0911,1,2014,142280,3211095,31.77034,-103.7793,WADEABLE,0,0,1,0,0,0.090909091,0.545454545,0,0,0,0.304545455,0,0.272727273,0,0,0.004545455,0.304545455,0.027272727,0,0,1.636363636,1.636363636,1.636363636,1.636363636,0.304545455
TXR9-0912,1,2014,153142,319389,28.95042,-100.6494,BOATABLE,0.090909091,0.090909091,0.454545455,0,0,0,0.909090909,0,0.454545455,0.004545455,0.322727273,0.004545455,0.125,0,0,0,0.313636364,0.165909091,0,0.022727273,2.000000001,1.818181819,2.000000001,1.818181819,0.322727274
TXR9-0914,1,2013,11360,4452826,31.93453,-95.43336,WADEABLE,0,0.272727273,1,0,0.454545455,0.636363636,0.636363636,0,0.090909091,0,0.431818182,0.013636364,0.122727273,0,0.059090909,0.181818182,0.418181818,0.031818182,0,0.022727273,3.090909091,2.818181818,3.090909091,2.818181818,0.431818183
TXR9-0915,1,2013,10629,5654694,31.76248,-100.1405,WADEABLE,0.636363636,0.909090909,0.909090909,0,0.090909091,0,1,0.090909091,0.090909091,0.086363636,0.481818182,0.213636364,0.045454545,0,0.022727273,0,0.181818182,0.104545455,0.004545455,0.004545455,3.727272727,2.181818182,3.727272727,2.181818182,0.481818183
TXR9-0916,1,2013,11099,8330778,30.88169,-93.57254,BOATABLE,0,1,0.727272727,0,0.272727273,0.363636364,0.909090909,0,0,0,0.381818182,0.159090909,0.090909091,0,0.013636364,0.036363636,0.222727273,0.081818182,0,0,3.272727273,2.272727273,3.272727273,2.272727273,0.381818182
TXR9-0917,1,2013,11765,10893209,28.72577,-99.81584,BOATABLE,0.8,0.9,0.9,0,0,0.9,0.2,0.2,0,0.1325,0.625,0.085,0.21,0,0,0.105,0.4075,0.01,0.0825,0,3.9,2.2,3.9,2.2,0.625
TXR9-0918,1,2013,12068,5513784,31.55041,-97.09174,BOATABLE,0.090909091,0.454545455,0.727272727,0.181818182,0,0.181818182,0.363636364,0.090909091,0,0.004545455,0.538636364,0.136363636,0.168181818,0.009090909,0,0.075,0.388636364,0.065909091,0.079545455,0,2.090909092,1.545454546,1.90909091,1.363636364,0.529545455
TXR9-0919,1,2014,148963,1128303,33.29424,-94.05902,BOATABLE,0,0.909090909,1,0,0.090909091,0.454545455,0.818181818,0,0,0,0.618181818,0.165909091,0.188636364,0,0.022727273,0.040909091,0.452272727,0.2,0,0,3.272727273,2.363636364,3.272727273,2.363636364,0.618181819
TXR9-0921,1,2014,148226,5578889,30.47115,-96.13824,BOATABLE,0,0,0.909090909,0.090909091,0.454545455,0.363636364,0.636363636,0.090909091,0,0,0.325,0,0.129545455,0.004545455,0.022727273,0.036363636,0.320454545,0.127272727,0.004545455,0,2.545454546,2.545454546,2.454545455,2.454545455,0.320454546
TXR9-0923,1,2014,138744,19981742,35.45114,-102.0051,WADEABLE,0,0.454545455,0.272727273,0,0,0,0.363636364,0,0,0,0.054545455,0.022727273,0.013636364,0,0,0,0.031818182,0.018181818,0,0,1.090909092,0.636363637,1.090909092,0.636363637,0.054545455
TXR9-0924,1,2014,143804,7872249,29.44391,-99.99401,WADEABLE,1,1,0.769230769,0.076923077,0.076923077,0,1,0.769230769,0.384615385,0.096153846,0.494230769,0.213461538,0.038461538,0.003846154,0.003846154,0,0.180769231,0.065384615,0.053846154,0.019230769,5.076923077,3.076923077,5,3,0.490384614
TXRF-0001,1,2014,138960,1520241,30.26058,-95.09361,WADEABLE,0.090909091,0.636363636,0.818181818,0.181818182,0.090909091,0.363636364,0.909090909,0.090909091,0.818181818,0.022727273,0.429545455,0.031818182,0.095454545,0.027272727,0.004545455,0.036363636,0.347727273,0.1,0.004545455,0.106818182,4,3.272727273,3.818181818,3.090909091,0.402272728
TXRF-0002,1,2014,139100,10655637,29.40832,-99.32707,WADEABLE,0.090909091,0.636363636,0.636363636,0.090909091,0.181818182,0.272727273,0.363636364,0,0,0.052272727,0.359090909,0.145454545,0.05,0.004545455,0.027272727,0.061363636,0.156818182,0.018181818,0,0,2.272727273,1.545454546,2.181818182,1.454545455,0.354545453
TXRF-0004,1,2013,12206,5785441,30.28716,-98.89557,WADEABLE,0.272727273,0.909090909,0.727272727,0.090909091,0.363636364,0,1,0.272727273,0.272727273,0.013636364,0.620454545,0.1,0.090909091,0.004545455,0.072727273,0,0.502272727,0.293181818,0.031818182,0.013636364,3.90909091,2.727272728,3.818181819,2.636363637,0.615909092
TXRF-0005,1,2013,12358,1453605,31.94146,-95.87358,WADEABLE,0,0.769230769,1,0,0.384615385,0.538461538,0.769230769,0,0,0,0.619230769,0.094230769,0.259615385,0,0.098076923,0.073076923,0.525,0.094230769,0,0,3.461538461,2.692307692,3.461538461,2.692307692,0.619230769
TXRF-0006,1,2014,1000055,13546725,34.93536,-100.6965,WADEABLE,0.909090909,0.090909091,0.818181818,0.090909091,0,0.181818182,0.727272727,0,0.454545455,0.129545455,0.377272727,0.022727273,0.059090909,0.079545455,0,0.009090909,0.145454545,0.054545455,0,0.022727273,3.272727273,2.272727273,3.181818182,2.181818182,0.297727274
TXRF-0007,1,2014,139001,14033937,33.30608,-100.5327,WADEABLE,0.090909091,0,0.181818182,0,0,0,0,0,0,0.004545455,0.013636364,0,0.009090909,0,0,0,0.009090909,0,0,0,0.272727273,0.181818182,0.272727273,0.181818182,0.013636364
TXRF-0008,1,2014,139320,5702269,31.21007,-100.462,WADEABLE,1,0.909090909,0,0,0,0,0.090909091,0,0.090909091,0.427272727,0.65,0.195454545,0,0,0,0,0.027272727,0.004545455,0,0.022727273,2.090909091,0.181818182,2.090909091,0.181818182,0.65
TXRF-0009,1,2013,12152,2578249,31.59062,-98.12713,WADEABLE,0.090909091,0.181818182,0.272727273,0,0.090909091,0,0.090909091,0.363636364,0.181818182,0.004545455,0.288636364,0.084090909,0.013636364,0,0.004545455,0,0.2,0.004545455,0.168181818,0.009090909,1.272727274,1.000000001,1.272727274,1.000000001,0.288636365
TXRM-1001,1,2014,140923,291315,29.02616,-103.3128,WADEABLE,0.090909091,0,0.727272727,0.090909091,0,0,0.363636364,0.181818182,0,0.004545455,0.127272727,0,0.054545455,0.004545455,0,0,0.118181818,0.036363636,0.027272727,0,1.454545455,1.363636364,1.363636364,1.272727273,0.122727273
TXRM-1002,1,2013,12098,5555488,31.33678,-96.97263,BOATABLE,1,0.727272727,0.090909091,0,0,0.272727273,0.181818182,0,0,0.681818182,1.206818182,0.479545455,0.022727273,0,0,0.013636364,0.045454545,0.009090909,0,0,2.272727273,0.545454546,2.272727273,0.545454546,1.206818183
TXRM-1004,1,2013,11962,5501770,32.78628,-98.19314,BOATABLE,0.727272727,0.909090909,0.272727273,0,0,0.181818182,1,0.090909091,0.363636364,0.036363636,0.645454545,0.129545455,0.05,0,0,0.045454545,0.479545455,0.247727273,0.052272727,0.084090909,3.545454546,1.90909091,3.545454546,1.90909091,0.645454545
TXRM-1006,1,2013,12219,5728831,31.37882,-98.77938,WADEABLE,0,0,0.636363636,0,0,0.363636364,0.181818182,0.272727273,0,0,0.127272727,0,0.031818182,0,0,0.036363636,0.127272727,0.009090909,0.05,0,1.454545455,1.454545455,1.454545455,1.454545455,0.127272727
TXRM-1010,1,2013,11465,1638519,28.89089,-97.13556,BOATABLE,0.090909091,0,0.727272727,0.090909091,0.363636364,0.272727273,0.636363636,0.363636364,0.272727273,0.004545455,0.420454545,0,0.102272727,0.004545455,0.018181818,0.031818182,0.411363636,0.190909091,0.036363636,0.031818182,2.818181819,2.727272728,2.727272728,2.636363637,0.415909091
TXRM-1011,1,2013,10666,5656432,31.73042,-99.93923,WADEABLE,0,0.545454545,0.909090909,0,0.454545455,0.090909091,0.909090909,0.090909091,0.454545455,0,0.347727273,0.027272727,0.081818182,0,0.040909091,0.004545455,0.320454545,0.1,0.004545455,0.088636364,3.454545455,2.90909091,3.454545455,2.90909091,0.347727274
TXRM-1015,1,2014,139721,5544086,33.23304,-98.90742,WADEABLE,0,1,0.727272727,0,0,0,0.636363636,0,0.090909091,0,0.286363636,0.140909091,0.072727273,0,0,0,0.145454545,0.068181818,0,0.004545455,2.454545454,1.454545454,2.454545454,1.454545454,0.286363637
TXRM-1016,1,2014,149211,5275740,32.61179,-95.48269,BOATABLE,0,0.272727273,0.727272727,0,0.363636364,0.363636364,0.545454545,0,0.090909091,0,0.154545455,0.013636364,0.054545455,0,0.018181818,0.018181818,0.140909091,0.045454545,0,0.004545455,2.363636364,2.090909091,2.363636364,2.090909091,0.154545455
TXRM-1017,1,2014,140590,309175,29.61204,-104.4674,WADEABLE,0,0.727272727,1,0,0,0,1,0,0,0,0.209090909,0.072727273,0.086363636,0,0,0,0.136363636,0.05,0,0,2.727272727,2,2.727272727,2,0.209090909
TXRM-1018,1,2014,152464,5559402,30.46533,-96.33373,BOATABLE,0,0,0.454545455,0,0,0.181818182,0.090909091,0,0.090909091,0,0.077272727,0,0.040909091,0,0,0.027272727,0.077272727,0.004545455,0,0.004545455,0.818181819,0.818181819,0.818181819,0.818181819,0.077272728
TXRM-1020,1,2014,150130,5727563,31.49402,-99.60394,BOATABLE,0.272727273,0.545454545,0.454545455,0,0.090909091,0,0.909090909,0.181818182,0.454545455,0.013636364,0.506818182,0.093181818,0.088636364,0,0.022727273,0,0.4,0.184090909,0.027272727,0.077272727,2.90909091,2.090909092,2.90909091,2.090909092,0.506818182
TXRM-1021,1,2014,143645,10893277,28.64427,-99.78095,BOATABLE,0.090909091,0.272727273,0.727272727,0,1,0.545454545,0.272727273,0,0,0.004545455,0.218181818,0.013636364,0.090909091,0,0.05,0.045454545,0.2,0.013636364,0,0,2.909090909,2.545454545,2.909090909,2.545454545,0.218181819
TXRO-1074,1,2013,11556,5593122,30.83924,-96.72312,BOATABLE,0.181818182,0.818181818,0.727272727,0,0.636363636,0.090909091,1,0,0.363636364,0.009090909,0.531818182,0.152272727,0.072727273,0,0.031818182,0.022727273,0.370454545,0.206818182,0,0.036363636,3.818181818,2.818181818,3.818181818,2.818181818,0.531818182
TXRO-1078,1,2014,142650,5717770,31.53799,-100.1848,WADEABLE,0,1,0.090909091,0,0,0,0.727272727,0.272727273,0,0,0.452272727,0.313636364,0.004545455,0,0,0,0.138636364,0.120454545,0.013636364,0,2.090909091,1.090909091,2.090909091,1.090909091,0.452272728
TXRO-1079,1,2014,138870,13700209,33.05219,-100.7694,WADEABLE,0,0.181818182,0.727272727,0,0,0,0.818181818,0.181818182,0,0,0.131818182,0.009090909,0.054545455,0,0,0,0.122727273,0.059090909,0.009090909,0,1.909090909,1.727272727,1.909090909,1.727272727,0.131818182
TXRO-1080,1,2013,11302,1152235,31.49309,-94.83198,WADEABLE,0,0,1,0,0.090909091,0.909090909,0.818181818,0,0.090909091,0,0.381818182,0,0.195454545,0,0.004545455,0.136363636,0.381818182,0.040909091,0,0.004545455,2.909090909,2.909090909,2.909090909,2.909090909,0.381818182
