"PUBLICATION_DATE","SITE_ID","DATE_COL","SITESAMP","VISIT_NO","AG_ECO3","AG_ECO3_NM","AG_ECO9","AG_ECO9_NM","BOAT_WADE","BORD_RIV","CH0813_WGT","CHNG_SF","CNTYNAME","COMID","DESC_CODE","ELEVATION","EPA_REG","EVALSTAT","EVALUATED","FEOW_ID","FRAME14","FRAME18_ID","FS_EW","GNIS_ID","GNIS_NAME","HUC2","HUC2_REG","HUC8","HUC8_NM","LAT_DD83","LON_DD83","MAJ_BAS_NM","MAJ_BASIN","MISS_BASIN","MISS_BASIN_NM","NA_L1CODE","NA_L1NAME","NA_L2CODE","NA_L2NAME","NA_L3CODE","NA_L3NAME","NARS_NAME","NARS_OWN","NFWAWGTCAT","NRS13_EVAL","NRS13_MDC","NRS13_PNL","NRS13_SF","NRS13_STRA","NRS13_TNT","NRS13_URBN","NRS13_VST","NRS13_WGTD","NRSA_USE","OWN_CODE","OWN_DESC","OWN_TYPE","OWNSHP","PSTL_CODE","REACHCODE","RT_NRSA","SITETYPE","SO","SORT13_ID","SORT18_ID","SOURCE","STATE","STATECTY","STATEID","STRAH_CAL","STRAH_CAT","STRAH_ORD","STUDY","US_L3CODE","US_L3NAME","US_L4CODE","US_L4NAME","WGT_EXT_SP","XCOORD","YCOORD","YEAR"
"4/29/2019","IAS9-0921",2014-07-07,"Y",1,"PLNLOW","Plains and Lowlands","TPL","Temporate Plains","Wadeable","",0,0,"Woodbury",14624806,NA,370.14,"Region_7","Target-Sampled","YES",143,"NRSA14_ST","IA60486","",NA,"","H10L","MS","H10230003","Little Sioux",42.40438954,-95.87348016,"Missouri Region","H10","H10L","Lower Missouri Region",9,"GREAT PLAINS",9.2,"TEMPERATE PRAIRIES","9.2.3","Western Corn Belt Plains","","Private","IA_1st2nd3rd","Target_Sampled","IA_Streams_IA_1st2n","Base_09Stream","Include","IA","Target","NonUrban",1,1,"YES",NA,"","","","IA",1.02e+13,"In","PROB",1,"IA0921","IA_10004","NHDPlusV1","IA",19193,"",1,"SmallStreams",1,"NRSA",47,"Western Corn Belt Plains","47e","Steeply Rolling Loess Prairies",2432.82427,10348.1,549357.846,"2014"
"4/29/2019","NYR9-0914",2014-07-07,"Y",1,"EHIGH","Eastern Highlands","NAP","Northern Appalachians","Boatable","",0,0,"Washington",932020140,NA,31.82,"Region_2","Target-Sampled","YES",118,"NRSA14_ST","NY8759","",970226,"Hudson River","H02","MA","H02020003","Hudson-Hoosic",43.25553,-73.5864,"Mid-Atlantic Region","H02","","",8,"EASTERN TEMPERATE FORESTS",8.1,"MIXED WOOD PLAINS","8.1.7","Northeastern Coastal Zone","Hudson River","Private","NY_6th","Target_Sampled","NY_Rivers_NY_6th","Base_09River","Include","NY","Target","Urban",1,1,"YES",NA,"","","","NY",2.02e+12,"In","PROB",6,"NY0914","NY_10075","NHDPlusV1","NY",36115,"",6,"RiversMajor",6,"NRSA",59,"Northeastern Coastal Zone","59i","Hudson Valley",54.60396817,1794045,857004.7,"2014"
"4/29/2019","TXSS-1229",2014-07-07,"Y",1,"PLNLOW","Plains and Lowlands","CPL","Coastal Plains","","",0,0,"Nueces",1654787,NA,11.98,"Region_6","Target-Sampled","YES",139,"NRSA14_ST","TX124351","",1332190,"Carreta Creek","H12","TX","H12110204","San Fernando",27.56777,-97.79459,"Rio Grande-Texas-Gulf Region","H12_13","","",9,"GREAT PLAINS",9.5,"TEXAS-LOUISIANA COASTAL PLAIN","9.5.1","Western Gulf Coastal Plain","Carreta Creek","Private","","Target_Sampled","TX_SmallStreams_CPL","Base_NewSmallStreams","Include","TX","Target","NonUrban",1,14302.50099,"YES",NA,"","","","TX",1.21e+13,"Im","PROB",1,"TX1229","TX_10085","NHDPlusV1","TX",48355,"",1,"SmallStreams",1,"NRSA",34,"Western Gulf Coastal Plain","34b","Southern Subhumid Gulf Coastal Prairies",1460.933542,-178038.7,-1104845,"2014"
"4/29/2019","CORF-0003",2014-07-07,"Y",1,"WMTNS","West","XER","Xeric","","",NA,NA,"",3231845,NA,NA,"Region_8","Target-Sampled","YES",NA,"","","",185377,"Escalante Creek","","","H14020005","",38.71062187,-108.276548,"Upper Colorado Region","H14","","",10,"NORTH AMERICAN DESERTS",10.1,"COLD DESERTS","10.1.6","Colorado Plateaus","","","","Target_Sampled","","","","","Target","NonUrban",NA,NA,"YES",NA,"","","","CO",1.4e+13,"In","HAND",4,"","","","CO",NA,"",NA,"",NA,"NRSA",20,"Colorado Plateaus","20c","Semiarid Benchlands and Canyonlands",NA,NA,NA,"2014"
"4/29/2019","MIRM-1001",2014-07-07,"Y",1,"PLNLOW","Plains and Lowlands","UMW","Upper Midwest","","",0,0,"Oscoda",12952834,NA,303.45,"Region_5","Target-Sampled","YES",116,"NRSA14_ST","MI54160","",1619052,"Au Sable River","H04","GL","H04070007","Au Sable",44.67449,-84.32747,"Great Lakes Region","H04","","",5,"NORTHERN FORESTS",5.2,"MIXED WOOD SHIELD","5.2.1","Northern Lakes and Forests","Au Sable River","Private","","Target_Sampled","MI_RiversMajor_UMW","Base_NewRiversMajor","Include","MI","Target","NonUrban",1,142.66615,"YES",NA,"","","","MI",4.07e+12,"R","PROB",5,"MI1001","MI_10014","NHDPlusV1","MI",26135,"",5,"RiversMajor",5,"NRSA",50,"Northern Lakes and Forests","50ae","Mio Plateau",66.09834944,921262.5,859347.3,"2014"
"4/29/2019","MSS9-0917",2014-07-07,"Y",2,"PLNLOW","Plains and Lowlands","CPL","Coastal Plains","Wadeable","",0,0,"Marion",15701805,111,82.58,"Region_4","Target-Sampled","YES",149,"NRSA14_ST","MS108503","",NA,"","H08","MS","H03180004","Lower Pearl",31.19723,-89.69055,"Lower Mississippi Region","H08","H08","Lower Mississippi Region",8,"EASTERN TEMPERATE FORESTS",8.3,"SOUTHEASTERN USA PLAINS","8.3.5","Southeastern Plains","","State","MS_1st2nd3rd","Target_Sampled","MS_Streams_MS_1st2n","Base_09Stream_RVT","Include","MS","Target","NonUrban",2,1,"YES",330,"Habitat or Species Management Area","State","State Fish and Wildlife","MS",3.18e+12,"In","PROB",1,"MS0917","MS_10001","NHDPlusV1","MS",28091,"",1,"SmallStreams",1,"NRSA",65,"Southeastern Plains","65f","Southern Pine Plains and Hills",967.0291032,598849.5,-684494.9,"2014"
"4/29/2019","OKS9-0941",2014-07-07,"Y",1,"PLNLOW","Plains and Lowlands","SPL","Southern Plains","Wadeable","",0,0,"Creek",536159,NA,216.45,"Region_6","Target-Sampled","YES",144,"NRSA14_ST","OK34789","",1090540,"Browns Creek","H11","MS","H11100303","Deep Fork",35.75565,-96.21008,"Arkansas-White-Red Region","H11","H11","Arkansas-White-Red Region",9,"GREAT PLAINS",9.4,"SOUTH CENTRAL SEMI-ARID PRAIRIES","9.4.5","Cross Timbers","Browns Creek","Private","OK_3rd","Target_Sampled","OK_Streams_OK_3rd","Base_09Stream","Include","OK","Target","NonUrban",2,1,"YES",NA,"","","","OK",1.11e+13,"In","PROB",3,"OK0941","OK_10066","NHDPlusV1","OK",40037,"",3,"LargeStreams",3,"NRSA",29,"Cross Timbers","29a","Northern Cross Timbers",355.4728123,-18828.71,-195388.4,"2014"
"4/29/2019","WVLS-1020",2014-07-07,"Y",1,"EHIGH","Eastern Highlands","SAP","Southern Appalachians","","",0,0,"Nicholas",4548556,NA,243.61,"Region_3","Target-Sampled","YES",150,"NRSA14_ST","WV27934","",1535612,"Bells Creek","H05","MS","H05050005","Gauley",38.26276,-81.22258,"Ohio-Tennessee Region","H05_06","H05","Ohio Region",8,"EASTERN TEMPERATE FORESTS",8.4,"OZARK/OUACHITA-APPALACHIAN FORESTS","8.4.2","Central Appalachians","Bells Creek","Private","","Target_Sampled","WV_LargeStreams_SAP","Base_NewLargeStreams","Include","WV","Target","NonUrban",1,4148.34663,"YES",NA,"","","","WV",5.05e+12,"Im","PROB",3,"WV1020","WV_10010","NHDPlusV1","WV",54067,"",3,"LargeStreams",3,"NRSA",69,"Central Appalachians","69d","Dissected Appalachian Plateau",2903.050525,1275625,184868.6,"2014"
"4/29/2019","NHRM-1002",2014-07-07,"Y",1,"EHIGH","Eastern Highlands","NAP","Northern Appalachians","","",0,0,"Coos",19334567,NA,357.9,"Region_1","Target-Sampled","YES",118,"NRSA14_ST","NH633","",580918,"Androscoggin River","H01","NE","H01040001","Upper Androscoggin",44.71296,-71.1727,"New England Region","H01","","",5,"NORTHERN FORESTS",5.3,"ATLANTIC HIGHLANDS","5.3.1","Northern Appalachian and Atlantic Maritime Highlands","Androscoggin River","Private","","Target_Sampled","NH_RiversMajor_NAP","Base_NewRiversMajor","Include","NH","Target","NonUrban",1,127.02461,"YES",NA,"","","","NH",1.04e+12,"In","PROB",5,"NH1002","NH_10011","NHDPlusV1","NH",33007,"",5,"RiversMajor",5,"NRSA",58,"Northeastern Highlands","58m","Quebec/New England Boundary Mountains",76.52320168,1941071,1061986,"2014"
"4/29/2019","ILS9-0924",2014-07-08,"Y",1,"PLNLOW","Plains and Lowlands","TPL","Temporate Plains","Wadeable","",0,0,"Tazewell",13552963,NA,203.21,"Region_5","Target-Sampled","YES",148,"NRSA14_ST","IL69188","",NA,"","H07","MS","H07130009","Salt",40.3726,-89.40746,"Upper Mississippi Region","H07","H07","Upper Mississippi Region",8,"EASTERN TEMPERATE FORESTS",8.2,"CENTRAL USA PLAINS","8.2.3","Central Corn Belt Plains","","Private","IL_1st2nd3rd","Target_Sampled","IL_Streams_IL_1st2n","Base_09Stream","Include","IL","Target","NonUrban",1,1,"YES",NA,"","","","IL",7.13e+12,"Im","PROB",1,"IL0924","IL_10006","NHDPlusV1","IL",17179,"",1,"SmallStreams",1,"NRSA",54,"Central Corn Belt Plains","54a","Illinois/Indiana Prairies",1024.030355,554537.5,341177.6,"2014"
"4/29/2019","WIRF-0010",2014-07-08,"Y",1,"PLNLOW","Plains and Lowlands","UMW","Upper Midwest","","",NA,NA,"",13396357,NA,NA,"Region_5","Target-Sampled","YES",NA,"","","",1569602,"Mishonagon Creek","","","H7070001","",45.91434511,-89.75702683,"Upper Mississippi Region","H07","","",5,"NORTHERN FORESTS",5.2,"MIXED WOOD SHIELD","5.2.1","Northern Lakes and Forests","","","","Target_Sampled","","","","","Target","NonUrban",NA,NA,"YES",NA,"","","","WI",7.07e+12,"In","HAND",2,"","","","WI",NA,"",NA,"",NA,"NRSA",50,"Northern Lakes and Forests","50i","Northern Wisconsin Highlands Lakes Country",NA,NA,NA,"2014"
"4/29/2019","INRM-1005",2014-07-08,"Y",1,"PLNLOW","Plains and Lowlands","TPL","Temporate Plains","","",0,0,"Wabash",18508640,NA,197.32,"Region_5","Target-Sampled","YES",150,"NRSA14_ST","IN9443","",449850,"Wabash River","H05","MS","H05120101","Upper Wabash",40.79022,-85.82739,"Ohio-Tennessee Region","H05_06","H05","Ohio Region",8,"EASTERN TEMPERATE FORESTS",8.2,"CENTRAL USA PLAINS","8.2.4","Eastern Corn Belt Plains","Wabash River","Private","","Target_Sampled","IN_RiversMajor_TPL","Base_NewRiversMajor","Include","IN","Target","Urban",1,430.60898,"YES",NA,"","","","IN",5.12e+12,"In","PROB",5,"IN1005","IN_10046","NHDPlusV1","IN",18169,"",5,"RiversMajor",5,"NRSA",55,"Eastern Corn Belt Plains","55a","Clayey High Lime Till Plains",184.0162832,849732.6,414234.7,"2014"
"4/29/2019","NYRF-0004",2014-07-08,"Y",1,"EHIGH","Eastern Highlands","NAP","Northern Appalachians","","",NA,NA,"",22307065,NA,NA,"Region_2","Target-Sampled","YES",NA,"","","",964622,"Schroon River","","","H2020001","",43.48306505,-73.79940655,"Mid-Atlantic Region","H02","","",5,"NORTHERN FORESTS",5.3,"ATLANTIC HIGHLANDS","5.3.1","Northern Appalachian and Atlantic Maritime Highlands","","","","Target_Sampled","","","","","Target","Urban",NA,NA,"YES",NA,"","","","NY",2.02e+12,"In","HAND",5,"","","","NY",NA,"",NA,"",NA,"NRSA",58,"Northeastern Highlands","58ac","Eastern Adirondack Foothills",NA,NA,NA,"2014"
"4/29/2019","NYRM-1006",2014-07-08,"Y",1,"EHIGH","Eastern Highlands","NAP","Northern Appalachians","","",0,0,"Warren",22307185,NA,179.91,"Region_2","Target-Sampled","YES",118,"NRSA14_ST","NY4480","",970226,"Hudson River","H02","MA","H02020001","Upper Hudson",43.47235,-73.84035,"Mid-Atlantic Region","H02","","",5,"NORTHERN FORESTS",5.3,"ATLANTIC HIGHLANDS","5.3.1","Northern Appalachian and Atlantic Maritime Highlands","Hudson River","Private","","Target_Sampled","NY_RiversMajor_NAP","Base_NewRiversMajor","Include","NY","Target","NonUrban",1,115.00037,"YES",NA,"","","","NY",2.02e+12,"In","PROB",5,"NY1006","NY_10042","NHDPlusV1","NY",36113,"",6,"RiversMajor",6,"NRSA",58,"Northeastern Highlands","58ac","Eastern Adirondack Foothills",41.46090552,1768497,875789.4,"2014"
"4/29/2019","CALS-1102",2014-07-08,"Y",1,"WMTNS","West","XER","Xeric","","",0,0,"Mono",20288196,110,2029.08,"Region_9","Target-Sampled","YES",128,"NRSA14_ST","CA326443","",256124,"Adobe Creek","H18","CA","H18090101","Mono Lake",37.89016,-118.7154,"California Region","H18","","",10,"NORTH AMERICAN DESERTS",10.1,"COLD DESERTS","10.1.5","Central Basin and Range","Adobe Creek","Private","","Target_Sampled","CA_LargeStreams_XER","Base_NewLargeStreams","Include","CA","Target","NonUrban",1,1437.68137,"YES",710,"Protective Management Area - Land, Lake or River","Private","Private Landowner","CA",1.81e+13,"In","PROB",3,"CA1102","CA_10028","NHDPlusV1","CA",6051,"",3,"LargeStreams",3,"NRSA",13,"Central Basin and Range","13ad","Mono-Adobe Valleys",120.8765026,-1959973,279091.8,"2014"
"4/29/2019","CORF-0005",2014-07-08,"Y",1,"WMTNS","West","XER","Xeric","","",NA,NA,"",3232013,NA,NA,"Region_8","Target-Sampled","YES",NA,"","","",185477,"North Fork Escalante Creek","","","H14020005","",38.63685745,-108.418613,"Upper Colorado Region","H14","","",10,"NORTH AMERICAN DESERTS",10.1,"COLD DESERTS","10.1.6","Colorado Plateaus","","","","Target_Sampled","","","","","Target","NonUrban",NA,NA,"YES",NA,"","","","CO",1.4e+13,"In","HAND",3,"","","","CO",NA,"",NA,"",NA,"NRSA",20,"Colorado Plateaus","20c","Semiarid Benchlands and Canyonlands",NA,NA,NA,"2014"
"4/29/2019","MNSS-1168",2014-07-08,"Y",1,"PLNLOW","Plains and Lowlands","UMW","Upper Midwest","","",0,0,"Lake",1755010,101,480.2,"Region_5","Target-Sampled","YES",116,"NRSA14_ST","MN8284","East",NA,"","H04","GL","H04010102","Beaver-Lester",47.29311,-91.56625,"Great Lakes Region","H04","","",5,"NORTHERN FORESTS",5.2,"MIXED WOOD SHIELD","5.2.1","Northern Lakes and Forests","","USFS","","Target_Sampled","MN_SmallStreams_UMW","Base_NewSmallStreams","Include","MN","Target","NonUrban",1,5594.25648,"YES",130,"National Forest-National Grassland","Federal","Forest Service (USFS)","MN",4.01e+12,"In","PROB",1,"MN1168","MN_10021","NHDPlusV1","MN",27075,"",1,"SmallStreams",1,"NRSA",50,"Northern Lakes and Forests","50p","Toimi Drumlins",2696.605533,337136.4,1101190,"2014"
"4/29/2019","MOLS-1086",2014-07-08,"Y",1,"PLNLOW","Plains and Lowlands","CPL","Coastal Plains","","",0,0,"Cape Girardeau",5027599,NA,100.69,"Region_7","Target-Sampled","YES",149,"NRSA14_ST","MO25465","",731588,"Hubble Creek","H07","MS","H07140107","Whitewater",37.25198,-89.66009,"Upper Mississippi Region","H07","H07","Upper Mississippi Region",8,"EASTERN TEMPERATE FORESTS",8.5,"MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","8.5.2","Mississippi Alluvial Plain","Hubble Creek","Private","","Target_Sampled","MO_LargeStreams_CPL","Base_NewLargeStreams","Include","MO","Target","NonUrban",1,477.64606,"YES",NA,"","","","MO",7.14e+12,"Im","PROB",4,"MO1086","MO_10053","NHDPlusV1","MO",29031,"",4,"LargeStreams",4,"NRSA",73,"Mississippi Alluvial Plain","73c","St. Francis Lowlands",287.0285578,556633.4,-9220.606,"2014"
"4/29/2019","MSR9-0908",2014-07-08,"Y",1,"PLNLOW","Plains and Lowlands","CPL","Coastal Plains","Boatable","",0,0,"Jones",18155129,NA,58,"Region_4","Target-Sampled","YES",149,"NRSA14_ST","MS20074","",693697,"Leaf River","H03W","SA","H03170004","Upper Leaf",31.5687,-89.32066,"South-Atlantic Region","H03","","",8,"EASTERN TEMPERATE FORESTS",8.3,"SOUTHEASTERN USA PLAINS","8.3.5","Southeastern Plains","Leaf River","Private","MS_5th","Target_Sampled","MS_Rivers_MS_5th","Base_09River","Include","MS","Target","NonUrban",2,1,"YES",NA,"","","","MS",3.17e+12,"R","PROB",5,"MS0908","MS_10024","NHDPlusV1","MS",28067,"",5,"RiversMajor",5,"NRSA",65,"Southeastern Plains","65d","Southern Hilly Gulf Coastal Plain",179.7008046,630998.3,-640856.7,"2014"
"4/29/2019","NDLS-1068",2014-07-08,"Y",1,"PLNLOW","Plains and Lowlands","NPL","Northern Plains","","",0,0,"Dunn",14472623,NA,611.66,"Region_8","Target-Sampled","YES",142,"NRSA14_ST","ND31028","",1028459,"Corral Creek","H10U","MS","H10110205","Lower Little Missouri",47.47418,-102.6896,"Missouri Region","H10","H10U","Upper Missouri Region",9,"GREAT PLAINS",9.3,"WEST-CENTRAL SEMI-ARID PRAIRIES","9.3.3","Northwestern Great Plains","Corral Creek","Private","","Target_Sampled","ND_LargeStreams_NPL","Base_NewLargeStreams","Include","ND","Target","NonUrban",1,1156.13276,"YES",NA,"","","","ND",1.01e+13,"R","PROB",3,"ND1068","ND_10065","NHDPlusV1","ND",38025,"",3,"LargeStreams",3,"NRSA",43,"Northwestern Great Plains","43b","Little Missouri Badlands",95.81618452,-507022.2,1131188,"2014"
"4/29/2019","NESS-1128",2014-07-08,"Y",1,"PLNLOW","Plains and Lowlands","SPL","Southern Plains","","",0,0,"Dundy",11714577,NA,959.84,"Region_7","Target-Sampled","YES",143,"NRSA14_ST","NE43734","",832637,"Rock Creek","H10L","MS","H10250002","North Fork Republican",40.05924,-101.753,"Missouri Region","H10","H10L","Lower Missouri Region",9,"GREAT PLAINS",9.4,"SOUTH CENTRAL SEMI-ARID PRAIRIES","9.4.1","High Plains","Rock Creek","Private","","Target_Sampled","NE_SmallStreams_SPL","Base_NewSmallStreams","Include","NE","Target","NonUrban",1,1818.63405,"YES",NA,"","","","NE",1.03e+13,"In","PROB",1,"NE1128","NE_10015","NHDPlusV1","NE",31057,"",1,"SmallStreams",1,"NRSA",25,"High Plains","25b","Rolling Sand Plains",388.2841478,-486131.4,301547.3,"2014"
"4/29/2019","OKSS-1429",2014-07-08,"Y",1,"EHIGH","Eastern Highlands","SAP","Southern Appalachians","","",0,0,"Atoka",703952,NA,248.22,"Region_6","Target-Sampled","YES",145,"NRSA14_ST","OK65866","",1094106,"Ingersoll Creek","H11","MS","H11140103","Muddy Boggy",34.54844,-95.89648,"Arkansas-White-Red Region","H11","H11","Arkansas-White-Red Region",8,"EASTERN TEMPERATE FORESTS",8.4,"OZARK/OUACHITA-APPALACHIAN FORESTS","8.4.8","Ouachita Mountains","Ingersoll Creek","Private","","Target_Sampled","OK_SmallStreams_TF","Base_NewSmallStreams","Include","OK","Target","NonUrban",1,407.23528,"YES",NA,"","","","OK",1.11e+13,"In","PROB",2,"OK1429","OK_10019","NHDPlusV1","OK",40005,"",2,"SmallStreams",2,"NRSA",36,"Ouachita Mountains","36d","Fourche Mountains",1348.561217,9425.261,-330492,"2014"
"4/29/2019","ORRM-1010",2014-07-08,"Y",1,"WMTNS","West","XER","Xeric","","OR:WA",0,0,"Benton",24233042,122,104.62,"Region_10","Target-Sampled","YES",121,"NRSA14_ST","OR98608","",1140014,"Columbia River","H17","PN","H17070101","Middle Columbia-Lake Wallula",45.99067,-118.9969,"Pacific Northwest Region","H17","","",10,"NORTH AMERICAN DESERTS",10.1,"COLD DESERTS","10.1.2","Columbia Plateau","Columbia River","DOD","","Target_Sampled","OR_RiversMajor_XER","Base_NewRiversMajor","Include","OR","Target","NonUrban",1,612.57544,"YES",135,"Military Land","Federal","Department of Defense (DOD)","OR",1.71e+13,"In","PROB",9,"OR1010","OR_10066","NHDPlusV1","OR:WA",53005,"",9,"RiversMajor",9,"NRSA",10,"Columbia Plateau","10e","Pleistocene Lake Basins",224.500222,-1766842,1163865,"2014"
"4/29/2019","PAR9-0909",2014-07-08,"Y",1,"EHIGH","Eastern Highlands","SAP","Southern Appalachians","Boatable","",0,0,"Montgomery",4782503,NA,25.18,"Region_3","Target-Sampled","YES",118,"NRSA14_ST","PA7468","",1193302,"Schuylkill River","H02","MA","H02040203","Schuylkill",40.14318,-75.51026,"Mid-Atlantic Region","H02","","",8,"EASTERN TEMPERATE FORESTS",8.3,"SOUTHEASTERN USA PLAINS","8.3.1","Northern Piedmont","Schuylkill River","Private","PA_6th","Target_Sampled","PA_Rivers_PA_6th","Base_09River","Include","PA","Target","Urban",1,1,"YES",NA,"","","","PA",2.04e+12,"Im","PROB",6,"PA0909","PA_10050","NHDPlusV1","PA",42091,"",6,"RiversOther",6,"NRSA",64,"Northern Piedmont","64a","Triassic Lowlands",339.1491608,1717061,482058.3,"2014"
"4/29/2019","LAR9-0905",2014-07-08,"Y",1,"PLNLOW","Plains and Lowlands","CPL","Coastal Plains","Boatable","",0,0,"Red River",19945005,NA,36.05,"Region_6","Target-Sampled","YES",145,"NRSA14_ST","LA111568","",558728,"Red River","H11","MS","H11140202","Middle Red-Coushatta",32.06618,-93.41412,"Arkansas-White-Red Region","H11","H11","Arkansas-White-Red Region",8,"EASTERN TEMPERATE FORESTS",8.3,"SOUTHEASTERN USA PLAINS","8.3.7","South Central Plains","Red River","Private","LA_7th+","Target_Sampled","LA_Rivers_LA_7th+","Base_09River","Include","LA","Target","NonUrban",1,1,"YES",NA,"","","","LA",1.11e+13,"In","PROB",7,"LA0905","LA_10008","NHDPlusV1","LA",22081,"",7,"RiversMajor",7,"NRSA",35,"South Central Plains","35g","Red River Bottomlands",103.195902,242951.4,-604325.5,"2014"
"4/29/2019","MTR9-0921",2014-07-08,"Y",1,"PLNLOW","Plains and Lowlands","NPL","Northern Plains","Boatable","",0,0,"Blaine",12737884,105,715.6,"Region_8","Target-Sampled","YES",142,"NRSA14_ST","MT148669","",756398,"Missouri River","H10U","MS","H10040101","Bullwhacker-Dog",47.79247,-109.2768,"Missouri Region","H10","H10U","Upper Missouri Region",9,"GREAT PLAINS",9.3,"WEST-CENTRAL SEMI-ARID PRAIRIES","9.3.3","Northwestern Great Plains","Missouri River","BLM","MT_7th+","Target_Sampled","MT_Rivers_MT_7th+","Base_09River","Include","MT","Target","NonUrban",1,1,"YES",110,"National Landscape Conservation System - Non Wilderness","Federal","Bureau of Land Management (BLM)","MT",1e+13,"R","PROB",7,"MT0921","MT_10093","NHDPlusV1","MT",30005,"",7,"RiversMajor",7,"NRSA",43,"Northwestern Great Plains","43l","Missouri Breaks Woodland-Scrubland",136.693144,-998954.2,1218376,"2014"
"4/29/2019","MTS9-0930",2014-07-08,"Y",1,"PLNLOW","Plains and Lowlands","NPL","Northern Plains","Wadeable","",0,0,"Daniels",12516168,NA,700.46,"Region_8","Target-Sampled","YES",142,"NRSA14_ST","MT70463","",775364,"Poplar River","H10U","MS","H10060003","Poplar",48.72955,-105.4412,"Missouri Region","H10","H10U","Upper Missouri Region",9,"GREAT PLAINS",9.3,"WEST-CENTRAL SEMI-ARID PRAIRIES","9.3.1","Northwestern Glaciated Plains","Poplar River","Private","MT_4th","Target_Sampled","MT_Streams_MT_4th","Base_09Stream","Include","MT","Target","NonUrban",1,1,"YES",NA,"","","","MT",1.01e+13,"In","PROB",4,"MT0930","MT_10007","NHDPlusV1","MT",30019,"",4,"LargeStreams",4,"NRSA",42,"Northwestern Glaciated Plains","42i","Glaciated Dark Brown Prairie",222.472116,-701264.4,1286576,"2014"
"4/29/2019","SDRO-1070",2014-07-08,"Y",1,"PLNLOW","Plains and Lowlands","NPL","Northern Plains","","",0,0,"Haakon",16126345,NA,632.89,"Region_8","Target-Sampled","YES",142,"NRSA14_ST","SD41990","",1265114,"Bad River","H10U","MS","H10140102","Bad",44.03291,-101.5472,"Missouri Region","H10","H10U","Upper Missouri Region",9,"GREAT PLAINS",9.3,"WEST-CENTRAL SEMI-ARID PRAIRIES","9.3.3","Northwestern Great Plains","Bad River","Private","","Target_Sampled","SD_RiversOther_NPL","Base_NewRiversOther","Include","SD","Target","NonUrban",1,546.31849,"YES",NA,"","","","SD",1.01e+13,"In","PROB",6,"SD1070","SD_10022","NHDPlusV1","SD",46055,"",6,"RiversOther",6,"NRSA",43,"Northwestern Great Plains","43f","Subhumid Pierre Shale Plains",167.6992362,-442842.5,744131.9,"2014"
"4/29/2019","IAS9-0932",2014-07-08,"Y",1,"PLNLOW","Plains and Lowlands","TPL","Temporate Plains","Wadeable","",0,0,"Woodbury",17234646,NA,372.43,"Region_7","Target-Sampled","YES",143,"NRSA14_ST","IA60765","",463161,"Wolf Creek","H10L","MS","H10230004","Monona-Harrison Ditch",42.44584415,-96.01966152,"Missouri Region","H10","H10L","Lower Missouri Region",9,"GREAT PLAINS",9.2,"TEMPERATE PRAIRIES","9.2.3","Western Corn Belt Plains","Wolf Creek","Private","IA_1st2nd3rd","Target_Sampled","IA_Streams_IA_1st2n","Base_09Stream","Include","IA","Target","NonUrban",1,1,"YES",NA,"","","","IA",1.02e+13,"Im","PROB",3,"IA0932","IA_10041","NHDPlusV1","IA",19193,"",3,"LargeStreams",3,"NRSA",47,"Western Corn Belt Plains","47e","Steeply Rolling Loess Prairies",1729.363269,-1607.164,553985.874,"2014"
"4/29/2019","WARM-1003",2014-07-08,"Y",1,"WMTNS","West","WMT","Western Mountains","","",0,0,"Asotin",23442005,NA,325.51,"Region_10","Target-Sampled","YES",121,"NRSA14_ST","WA38026","",1505215,"Grande Ronde River","H17","PN","H17060106","Lower Grande Ronde",46.03379,-117.1125,"Pacific Northwest Region","H17","","",6,"NORTHWESTERN FORESTED MOUNTAINS",6.2,"WESTERN CORDILLERA","6.2.9","Blue Mountains","Grande Ronde River","Private","","Target_Sampled","WA_RiversMajor_WMT","Base_NewRiversMajor","Include","WA","Target","NonUrban",1,223.39132,"YES",NA,"","","","WA",1.71e+13,"In","PROB",6,"WA1003","WA_10025","NHDPlusV1","WA",53003,"",6,"RiversMajor",6,"NRSA",11,"Blue Mountains","11g","Canyons and Dissected Uplands",70.79359803,-1623510,1134908,"2014"
"4/29/2019","MIR9-0909",2014-07-08,"Y",1,"PLNLOW","Plains and Lowlands","UMW","Upper Midwest","Boatable","",0,0,"Oscoda",12952866,101,280.76,"Region_5","Target-Sampled","YES",116,"NRSA14_ST","MI98653","East",1619052,"Au Sable River","H04","GL","H04070007","Au Sable",44.64747,-84.09452,"Great Lakes Region","H04","","",5,"NORTHERN FORESTS",5.2,"MIXED WOOD SHIELD","5.2.1","Northern Lakes and Forests","Au Sable River","USFS","MI_5th","Target_Sampled","MI_Rivers_MI_5th","Base_09River","Include","MI","Target","NonUrban",1,1,"YES",130,"National Forest-National Grassland","Federal","Forest Service (USFS)","MI",4.07e+12,"R","PROB",5,"MI0909","MI_10070","NHDPlusV1","MI",26135,"",5,"RiversMajor",5,"NRSA",50,"Northern Lakes and Forests","50ae","Mio Plateau",74.87145379,939928.3,858643,"2014"
